,train,val,test
0,normal_120,normal_054,patient_029_node_4
1,patient_045_node_2,patient_082_node_2,test_124
2,patient_078_node_0,patient_003_node_4,normal_071
3,patient_048_node_4,normal_091,patient_036_node_0
4,tumor_040,patient_000_node_0,patient_003_node_2
5,patient_006_node_4,patient_042_node_1,patient_012_node_1
6,tumor_095,normal_026,patient_002_node_3
7,tumor_069,patient_057_node_0,test_032
8,,patient_052_node_4,test_098
9,,normal_053,patient_042_node_4
10,,test_089,patient_012_node_2
11,,normal_122,normal_075
12,,test_034,patient_084_node_4
13,,normal_079,normal_027
14,,normal_137,patient_024_node_0
15,,normal_029,normal_138
16,,patient_001_node_1,normal_080
17,,patient_079_node_2,patient_078_node_4
18,,patient_027_node_3,patient_060_node_2
19,,patient_041_node_3,patient_049_node_3
20,,patient_058_node_1,test_093
21,,patient_083_node_4,patient_048_node_2
22,,patient_093_node_2,patient_053_node_1
23,,normal_088,test_060
24,,patient_043_node_2,patient_070_node_0
25,,normal_061,test_129
26,,normal_052,patient_066_node_4
27,,patient_007_node_3,test_081
28,,patient_034_node_1,patient_009_node_3
29,,normal_141,patient_085_node_2
30,,normal_133,normal_050
31,,patient_098_node_0,normal_008
32,,normal_035,patient_037_node_2
33,,normal_033,normal_016
34,,test_047,patient_001_node_0
35,,normal_154,normal_155
36,,patient_059_node_2,patient_087_node_4
37,,patient_008_node_4,normal_110
38,,patient_047_node_4,patient_008_node_1
39,,test_012,patient_006_node_0
40,,test_118,patient_042_node_0
41,,normal_015,test_054
42,,patient_058_node_0,patient_078_node_2
43,,patient_014_node_1,patient_016_node_2
44,,patient_047_node_3,patient_083_node_3
45,,normal_129,test_107
46,,patient_035_node_3,patient_053_node_4
47,,patient_085_node_0,normal_062
48,,patient_040_node_0,patient_030_node_3
49,,patient_025_node_2,patient_066_node_0
50,,patient_032_node_3,test_119
51,,patient_054_node_2,normal_085
52,,patient_021_node_2,patient_000_node_2
53,,patient_023_node_0,test_053
54,,patient_081_node_3,patient_088_node_3
55,,patient_049_node_4,normal_013
56,,normal_123,test_077
57,,normal_112,normal_004
58,,normal_130,normal_051
59,,normal_128,test_123
60,,patient_043_node_4,test_005
61,,patient_032_node_4,test_022
62,,patient_093_node_3,patient_035_node_0
63,,test_083,patient_031_node_0
64,,patient_056_node_1,normal_145
65,,patient_066_node_1,patient_079_node_0
66,,patient_068_node_3,normal_109
67,,normal_042,patient_038_node_1
68,,patient_071_node_0,patient_084_node_0
69,,patient_013_node_0,patient_054_node_4
70,,normal_116,patient_015_node_0
71,,patient_004_node_2,normal_140
72,,patient_064_node_4,patient_072_node_3
73,,patient_011_node_2,patient_004_node_0
74,,patient_077_node_1,patient_082_node_3
75,,patient_011_node_1,patient_064_node_1
76,,patient_064_node_2,patient_023_node_4
77,,test_080,normal_065
78,,patient_099_node_1,test_041
79,,patient_097_node_2,normal_032
80,,patient_058_node_4,normal_131
81,,patient_030_node_1,patient_093_node_0
82,,patient_098_node_3,patient_085_node_3
83,,test_070,patient_020_node_3
84,,patient_075_node_2,normal_040
85,,patient_057_node_4,test_017
86,,normal_115,patient_098_node_2
87,,normal_009,patient_061_node_2
88,,test_031,patient_090_node_2
89,,patient_088_node_2,patient_012_node_3
90,,patient_065_node_2,patient_053_node_2
91,,normal_064,patient_086_node_2
92,,test_101,patient_076_node_0
93,,patient_050_node_1,patient_043_node_1
94,,patient_058_node_3,patient_070_node_1
95,,test_009,patient_083_node_0
96,,normal_078,normal_070
97,,test_019,patient_068_node_2
98,,patient_007_node_0,normal_132
99,,patient_025_node_1,normal_119
100,,patient_033_node_0,normal_014
101,,patient_030_node_0,patient_075_node_1
102,,normal_066,normal_146
103,,patient_095_node_4,patient_074_node_3
104,,normal_096,normal_060
105,,patient_048_node_3,test_014
106,,normal_082,patient_041_node_4
107,,normal_148,patient_034_node_2
108,,test_050,test_096
109,,test_100,patient_031_node_3
110,,normal_106,test_043
111,,patient_075_node_0,normal_144
112,,normal_147,patient_059_node_1
