,train,val,test
normal_052,True,False,False
normal_115,True,False,False
normal_106,True,False,False
normal_085,True,False,False
normal_154,True,False,False
normal_134,True,False,False
normal_008,True,False,False
normal_159,True,False,False
normal_078,True,False,False
normal_003,True,False,False
normal_001,True,False,False
normal_016,True,False,False
normal_026,True,False,False
normal_128,True,False,False
normal_080,True,False,False
normal_018,True,False,False
normal_029,True,False,False
normal_148,True,False,False
normal_071,True,False,False
normal_137,True,False,False
normal_043,True,False,False
normal_061,True,False,False
normal_157,True,False,False
normal_062,True,False,False
normal_149,True,False,False
normal_160,True,False,False
normal_156,True,False,False
normal_142,True,False,False
normal_053,True,False,False
normal_035,True,False,False
normal_107,True,False,False
normal_047,True,False,False
normal_051,True,False,False
normal_074,True,False,False
normal_066,True,False,False
normal_146,True,False,False
normal_049,True,False,False
normal_033,True,False,False
normal_063,True,False,False
normal_108,True,False,False
normal_019,True,False,False
normal_111,True,False,False
normal_109,True,False,False
normal_138,True,False,False
normal_113,True,False,False
normal_083,True,False,False
normal_032,True,False,False
normal_068,True,False,False
normal_069,True,False,False
normal_143,True,False,False
normal_130,True,False,False
normal_060,True,False,False
test_003,True,False,False
test_005,True,False,False
test_009,True,False,False
normal_124,True,False,False
test_014,True,False,False
test_017,True,False,False
test_018,True,False,False
test_019,True,False,False
test_022,True,False,False
test_023,True,False,False
test_025,True,False,False
test_031,True,False,False
test_036,True,False,False
test_039,True,False,False
normal_153,True,False,False
test_042,True,False,False
test_043,True,False,False
test_047,True,False,False
test_058,True,False,False
test_062,True,False,False
test_077,True,False,False
test_081,True,False,False
test_083,True,False,False
test_085,True,False,False
test_086,True,False,False
test_088,True,False,False
test_091,True,False,False
test_093,True,False,False
test_095,True,False,False
test_101,True,False,False
test_107,True,False,False
test_119,True,False,False
normal_093,True,False,False
test_124,True,False,False
test_125,True,False,False
test_127,True,False,False
test_129,True,False,False
patient_002_node_3,True,False,False
patient_002_node_4,True,False,False
patient_003_node_0,True,False,False
patient_004_node_1,True,False,False
normal_133,True,False,False
patient_004_node_2,True,False,False
patient_004_node_3,True,False,False
patient_005_node_1,True,False,False
patient_005_node_2,True,False,False
patient_006_node_0,True,False,False
patient_006_node_1,True,False,False
patient_007_node_1,True,False,False
patient_008_node_2,True,False,False
patient_008_node_4,True,False,False
patient_009_node_2,True,False,False
