,train,val,test
0,normal_052,patient_095_node_3,patient_049_node_0
1,normal_087,normal_063,test_042
2,normal_045,patient_040_node_3,normal_026
3,normal_115,patient_054_node_2,patient_005_node_0
4,normal_106,patient_038_node_3,normal_152
5,normal_145,patient_089_node_4,patient_035_node_2
6,normal_085,normal_157,patient_053_node_1
7,normal_154,patient_079_node_1,normal_070
8,normal_008,patient_076_node_0,patient_081_node_0
9,normal_089,patient_064_node_2,test_035
10,normal_065,patient_061_node_2,normal_116
11,normal_001,normal_012,patient_034_node_2
12,normal_016,patient_090_node_3,patient_091_node_1
13,normal_057,patient_093_node_2,patient_078_node_3
14,normal_150,normal_020,patient_007_node_1
15,normal_114,patient_039_node_2,patient_058_node_2
16,normal_148,normal_153,patient_042_node_0
17,normal_137,patient_088_node_2,patient_083_node_3
18,normal_062,normal_124,patient_045_node_2
19,normal_002,normal_059,normal_031
20,normal_042,patient_011_node_3,normal_007
21,normal_055,patient_020_node_0,patient_042_node_2
22,normal_035,patient_030_node_1,patient_074_node_3
23,normal_107,patient_022_node_3,patient_079_node_4
24,normal_044,normal_147,normal_064
25,normal_092,patient_011_node_1,test_012
26,normal_118,normal_081,patient_001_node_1
27,normal_146,normal_083,patient_004_node_2
28,normal_049,test_112,patient_086_node_2
29,normal_033,normal_132,patient_027_node_1
30,normal_144,test_119,patient_055_node_0
31,normal_108,patient_049_node_4,test_045
32,normal_019,normal_138,patient_089_node_0
33,normal_109,patient_004_node_1,patient_055_node_4
34,normal_084,test_063,normal_110
35,normal_136,patient_083_node_2,test_034
36,normal_069,patient_035_node_3,test_020
37,normal_130,normal_095,normal_053
38,normal_060,normal_003,normal_029
39,test_014,normal_010,test_006
40,test_015,patient_082_node_0,patient_030_node_2
41,test_017,patient_035_node_0,normal_156
42,test_018,patient_085_node_0,patient_098_node_3
43,test_019,patient_050_node_1,test_118
44,test_022,patient_054_node_4,normal_011
45,test_024,patient_017_node_0,patient_093_node_3
46,test_025,test_100,patient_041_node_2
47,test_031,patient_059_node_1,test_129
48,test_032,patient_099_node_1,patient_024_node_0
49,test_036,patient_007_node_0,patient_090_node_1
50,test_037,patient_003_node_2,patient_056_node_4
51,test_039,normal_080,test_023
52,test_041,patient_085_node_2,test_076
53,test_043,patient_098_node_2,normal_117
54,test_047,normal_112,patient_033_node_0
55,test_050,patient_023_node_0,test_083
56,test_053,patient_031_node_0,patient_078_node_4
57,test_056,normal_009,patient_043_node_1
58,test_057,patient_030_node_3,normal_030
59,test_058,normal_061,patient_069_node_4
60,test_059,patient_000_node_3,test_081
61,test_062,test_044,normal_005
62,test_070,normal_101,test_107
63,test_077,test_007,patient_003_node_1
64,test_078,patient_046_node_2,patient_095_node_4
65,test_080,normal_082,normal_143
66,test_085,patient_093_node_0,normal_034
67,test_086,test_095,normal_151
68,test_087,normal_140,normal_073
69,test_091,patient_093_node_1,normal_105
70,test_093,normal_032,normal_024
71,normal_006,normal_056,patient_030_node_0
72,test_103,patient_043_node_0,normal_071
73,test_106,normal_037,patient_084_node_0
74,test_111,patient_041_node_1,patient_037_node_4
75,test_115,test_060,patient_097_node_2
76,test_120,patient_029_node_4,patient_000_node_4
77,test_123,patient_056_node_2,patient_077_node_0
78,test_124,normal_015,normal_038
79,test_125,patient_041_node_3,test_089
80,test_127,test_072,patient_048_node_2
81,test_128,normal_047,normal_075
82,patient_000_node_0,patient_091_node_0,patient_040_node_0
83,patient_000_node_1,patient_081_node_3,patient_044_node_2
84,patient_000_node_2,test_088,patient_008_node_1
85,patient_001_node_0,normal_077,test_003
86,patient_001_node_3,normal_141,patient_085_node_4
87,patient_001_node_4,patient_067_node_2,patient_028_node_4
88,patient_002_node_1,patient_060_node_2,patient_007_node_2
89,normal_158,patient_048_node_4,patient_094_node_3
90,patient_002_node_3,patient_055_node_3,test_009
91,patient_003_node_0,patient_024_node_3,patient_012_node_2
92,patient_003_node_4,patient_075_node_3,patient_073_node_0
93,normal_133,patient_078_node_0,normal_096
94,patient_004_node_3,patient_023_node_1,patient_025_node_0
95,patient_005_node_2,patient_019_node_4,test_126
96,patient_006_node_0,patient_003_node_3,patient_050_node_3
97,patient_006_node_1,patient_078_node_2,patient_088_node_0
98,patient_006_node_3,patient_034_node_1,normal_134
99,patient_008_node_4,patient_032_node_4,test_101
100,patient_009_node_2,patient_089_node_2,normal_079
101,patient_009_node_3,patient_020_node_3,normal_113
102,patient_009_node_4,patient_015_node_0,normal_039
103,patient_010_node_1,patient_031_node_3,patient_099_node_0
104,normal_048,normal_139,patient_056_node_3
105,patient_011_node_4,normal_018,patient_083_node_0
106,patient_012_node_1,normal_119,patient_073_node_2
107,patient_012_node_4,normal_120,normal_093
108,patient_014_node_1,patient_040_node_4,normal_149
109,patient_016_node_3,patient_013_node_0,patient_070_node_2
110,patient_016_node_4,patient_039_node_4,normal_040
111,patient_018_node_0,patient_037_node_3,patient_065_node_2
112,patient_021_node_2,normal_131,patient_005_node_1
113,normal_054,normal_051,patient_011_node_2
114,patient_023_node_2,patient_059_node_4,patient_043_node_3
115,patient_023_node_3,patient_008_node_2,patient_053_node_2
116,patient_023_node_4,patient_016_node_2,patient_027_node_3
117,patient_025_node_1,test_067,normal_111
118,patient_025_node_2,normal_004,normal_046
119,patient_025_node_3,patient_067_node_1,patient_010_node_3
120,patient_025_node_4,normal_017,normal_103
121,patient_031_node_1,patient_074_node_1,normal_013
122,patient_032_node_0,normal_036,normal_043
123,patient_032_node_2,patient_042_node_1,patient_031_node_4
124,patient_034_node_0,patient_013_node_1,patient_033_node_4
125,patient_035_node_4,test_098,patient_079_node_3
126,patient_036_node_0,patient_057_node_1,normal_078
127,patient_036_node_1,test_130,patient_066_node_4
128,normal_028,patient_082_node_3,patient_046_node_1
129,patient_036_node_2,patient_050_node_0,patient_062_node_4
130,patient_037_node_0,patient_070_node_0,normal_041
131,patient_038_node_1,patient_047_node_1,test_109
132,patient_039_node_3,normal_160,normal_027
133,patient_040_node_1,patient_060_node_1,normal_159
134,normal_076,patient_010_node_2,normal_088
135,patient_041_node_4,test_028,normal_104
136,patient_042_node_4,normal_142,normal_091
137,patient_043_node_2,normal_023,normal_074
138,patient_044_node_0,patient_079_node_2,patient_015_node_3
139,patient_044_node_1,patient_032_node_3,patient_070_node_4
140,normal_014,patient_034_node_4,normal_125
141,patient_046_node_0,normal_126,normal_072
142,patient_047_node_0,patient_031_node_2,normal_123
143,patient_049_node_3,normal_129,patient_001_node_2
144,patient_050_node_2,patient_007_node_3,normal_068
145,patient_051_node_3,patient_071_node_4,patient_022_node_2
146,normal_021,test_096,patient_086_node_3
147,patient_053_node_0,patient_079_node_0,patient_058_node_3
148,patient_053_node_3,patient_070_node_1,test_005
149,patient_053_node_4,test_054,patient_047_node_3
150,patient_054_node_0,patient_059_node_2,patient_002_node_2
151,patient_054_node_1,patient_002_node_4,patient_004_node_0
152,patient_054_node_3,patient_060_node_4,normal_066
153,patient_055_node_1,patient_061_node_3,patient_036_node_4
154,patient_055_node_2,patient_012_node_3,patient_058_node_4
155,patient_056_node_0,patient_037_node_2,patient_071_node_3
156,patient_056_node_1,patient_090_node_4,patient_043_node_4
157,patient_057_node_0,patient_047_node_4,test_055
158,patient_057_node_2,patient_002_node_0,patient_099_node_3
159,patient_057_node_3,patient_048_node_3,patient_066_node_1
160,patient_058_node_0,normal_025,patient_035_node_1
161,patient_058_node_1,normal_058,patient_057_node_4
162,normal_135,patient_014_node_0,normal_102
163,patient_059_node_0,normal_127,normal_090
164,patient_059_node_3,patient_082_node_1,patient_052_node_4
165,patient_061_node_0,patient_008_node_3,normal_100
166,patient_061_node_1,patient_074_node_0,normal_128
167,patient_063_node_1,patient_050_node_4,test_004
168,patient_064_node_1,test_048,patient_027_node_4
169,patient_064_node_4,tumor_028,patient_097_node_0
170,patient_065_node_1,test_090,patient_024_node_2
171,patient_065_node_3,tumor_068,patient_073_node_1
172,patient_066_node_0,patient_072_node_2,tumor_056
173,patient_067_node_0,patient_072_node_0,patient_034_node_3
174,patient_068_node_0,patient_080_node_0,tumor_011
175,normal_094,test_016,test_052
176,patient_068_node_2,patient_012_node_0,test_117
177,patient_068_node_3,patient_030_node_4,patient_037_node_1
178,patient_071_node_0,test_116,tumor_107
179,patient_071_node_1,patient_044_node_4,tumor_061
180,patient_071_node_2,patient_051_node_2,patient_016_node_0
