,train,val,test
0,normal_052,patient_011_node_4,patient_061_node_3
1,normal_115,normal_041,patient_005_node_0
2,normal_106,patient_056_node_4,normal_140
3,normal_085,normal_013,patient_066_node_0
4,normal_154,patient_041_node_1,patient_090_node_2
5,normal_134,test_072,patient_031_node_0
6,normal_008,patient_007_node_0,normal_056
7,normal_159,patient_054_node_3,patient_068_node_2
8,normal_078,test_045,patient_045_node_2
9,normal_003,patient_028_node_4,patient_072_node_3
10,normal_001,normal_150,normal_129
11,normal_016,patient_083_node_4,test_032
12,normal_026,patient_086_node_3,normal_117
13,normal_128,patient_054_node_1,patient_003_node_1
14,normal_080,patient_083_node_0,patient_025_node_2
15,normal_018,patient_089_node_2,patient_090_node_3
16,normal_029,normal_005,normal_057
17,normal_148,patient_042_node_2,patient_010_node_2
18,normal_071,patient_021_node_2,patient_093_node_1
19,normal_137,patient_085_node_3,normal_089
20,normal_043,patient_020_node_3,normal_011
21,normal_061,patient_044_node_2,patient_078_node_0
22,normal_157,patient_078_node_1,patient_098_node_0
23,normal_062,test_056,test_037
24,normal_149,test_076,normal_090
25,normal_160,patient_013_node_0,normal_065
26,normal_156,patient_071_node_1,patient_034_node_1
27,normal_142,patient_054_node_2,patient_071_node_3
28,normal_053,normal_025,patient_067_node_0
29,normal_035,normal_075,patient_056_node_0
30,normal_107,normal_046,patient_044_node_0
31,normal_047,normal_141,test_020
32,normal_051,test_055,patient_001_node_3
33,normal_074,normal_084,normal_020
34,normal_066,patient_077_node_1,patient_047_node_1
35,normal_146,patient_050_node_2,patient_001_node_2
36,normal_049,normal_067,normal_112
37,normal_033,patient_000_node_3,patient_082_node_2
38,normal_063,test_103,patient_053_node_3
39,normal_108,normal_158,patient_039_node_4
40,normal_019,normal_088,patient_037_node_4
41,normal_111,patient_094_node_3,patient_034_node_4
42,normal_109,test_063,test_112
43,normal_138,patient_002_node_0,patient_055_node_1
44,normal_113,patient_092_node_2,patient_039_node_2
45,normal_083,normal_103,normal_139
46,normal_032,patient_011_node_1,test_053
47,normal_068,patient_024_node_3,patient_040_node_3
48,normal_069,patient_025_node_3,patient_032_node_3
49,normal_143,patient_006_node_3,patient_019_node_4
50,normal_130,patient_041_node_3,patient_033_node_0
51,normal_060,patient_001_node_4,patient_058_node_3
52,test_003,patient_060_node_4,test_015
53,test_005,patient_037_node_2,patient_073_node_4
54,test_009,patient_071_node_4,normal_144
55,normal_124,patient_011_node_3,patient_086_node_2
56,test_014,patient_008_node_3,test_106
57,test_017,patient_055_node_4,patient_040_node_4
58,test_018,patient_003_node_2,patient_049_node_4
59,test_019,test_100,patient_031_node_3
60,test_022,patient_050_node_1,patient_003_node_3
61,test_023,patient_001_node_0,patient_002_node_2
62,test_025,patient_013_node_1,patient_062_node_4
63,test_031,patient_057_node_2,patient_038_node_1
64,test_036,normal_006,patient_099_node_0
65,test_039,patient_043_node_4,patient_079_node_2
66,normal_153,patient_085_node_2,test_130
67,test_042,patient_039_node_3,test_096
68,test_043,patient_023_node_3,normal_012
69,test_047,patient_075_node_3,test_050
70,test_058,patient_074_node_2,test_080
71,test_062,patient_048_node_4,patient_000_node_0
72,test_077,test_087,patient_086_node_1
73,test_081,patient_030_node_2,test_034
74,test_083,patient_069_node_4,normal_040
75,test_085,patient_003_node_4,patient_014_node_1
76,test_086,test_028,patient_081_node_3
77,test_088,normal_044,patient_068_node_3
78,test_091,patient_023_node_1,normal_070
79,test_093,patient_064_node_4,patient_040_node_0
80,test_095,patient_055_node_2,patient_056_node_2
81,test_101,patient_079_node_4,patient_051_node_3
82,test_107,patient_012_node_4,normal_100
83,test_119,patient_079_node_1,patient_057_node_0
84,normal_093,patient_095_node_1,normal_099
85,test_124,patient_047_node_4,patient_070_node_1
86,test_125,normal_030,normal_120
87,test_127,patient_082_node_3,normal_097
88,test_129,normal_119,normal_072
89,patient_002_node_3,patient_023_node_2,patient_047_node_3
90,patient_002_node_4,normal_036,test_098
91,patient_003_node_0,normal_110,normal_002
92,patient_004_node_1,patient_054_node_4,normal_114
93,normal_133,patient_087_node_2,patient_025_node_4
94,patient_004_node_2,patient_050_node_0,normal_009
95,patient_004_node_3,patient_095_node_2,patient_042_node_1
96,patient_005_node_1,patient_077_node_3,test_111
97,patient_005_node_2,patient_036_node_4,patient_024_node_0
98,patient_006_node_0,normal_024,patient_032_node_2
99,patient_006_node_1,normal_126,normal_055
100,patient_007_node_1,patient_074_node_0,normal_081
101,patient_008_node_2,patient_085_node_0,normal_105
102,patient_008_node_4,patient_023_node_4,normal_094
103,patient_009_node_2,normal_104,patient_081_node_0
104,patient_009_node_4,normal_102,patient_016_node_2
105,patient_010_node_1,normal_152,normal_118
106,normal_048,patient_050_node_3,patient_078_node_3
107,patient_010_node_3,patient_007_node_3,normal_098
108,patient_012_node_1,patient_000_node_2,patient_036_node_0
109,patient_012_node_3,patient_067_node_1,patient_002_node_1
110,patient_015_node_0,patient_058_node_0,patient_009_node_3
111,patient_015_node_3,patient_075_node_0,patient_038_node_3
112,patient_017_node_0,patient_055_node_3,normal_045
113,patient_020_node_0,patient_061_node_0,test_078
114,normal_077,patient_067_node_2,patient_049_node_0
115,normal_054,test_128,test_060
