,train,val,test
normal_058,True,False,False
normal_154,True,False,False
normal_117,True,False,False
normal_072,True,False,False
normal_159,True,False,False
normal_089,True,False,False
normal_003,True,False,False
normal_104,True,False,False
normal_026,True,False,False
normal_150,True,False,False
normal_018,True,False,False
normal_152,True,False,False
normal_071,True,False,False
normal_061,True,False,False
normal_075,True,False,False
normal_002,True,False,False
normal_160,True,False,False
normal_056,True,False,False
normal_090,True,False,False
normal_035,True,False,False
normal_009,True,False,False
normal_074,True,False,False
normal_131,True,False,False
normal_132,True,False,False
normal_039,True,False,False
normal_144,True,False,False
normal_063,True,False,False
normal_129,True,False,False
normal_019,True,False,False
normal_111,True,False,False
normal_046,True,False,False
normal_109,True,False,False
normal_025,True,False,False
normal_136,True,False,False
normal_030,True,False,False
normal_113,True,False,False
normal_032,True,False,False
normal_068,True,False,False
normal_069,True,False,False
normal_143,True,False,False
normal_060,True,False,False
test_003,True,False,False
test_007,True,False,False
test_009,True,False,False
normal_124,True,False,False
test_012,True,False,False
test_015,True,False,False
test_017,True,False,False
test_019,True,False,False
test_020,True,False,False
test_023,True,False,False
test_031,True,False,False
test_032,True,False,False
test_034,True,False,False
test_035,True,False,False
test_039,True,False,False
normal_153,True,False,False
test_041,True,False,False
test_043,True,False,False
test_044,True,False,False
test_054,True,False,False
test_062,True,False,False
test_067,True,False,False
test_070,True,False,False
test_076,True,False,False
test_077,True,False,False
test_080,True,False,False
test_081,True,False,False
normal_081,True,False,False
test_086,True,False,False
test_087,True,False,False
test_100,True,False,False
test_101,True,False,False
test_106,True,False,False
test_107,True,False,False
test_109,True,False,False
test_111,True,False,False
test_112,True,False,False
test_118,True,False,False
test_123,True,False,False
test_124,True,False,False
test_125,True,False,False
test_129,True,False,False
patient_000_node_2,True,False,False
patient_001_node_0,True,False,False
patient_001_node_1,True,False,False
patient_002_node_4,True,False,False
patient_003_node_0,True,False,False
patient_003_node_1,True,False,False
patient_003_node_2,True,False,False
patient_003_node_3,True,False,False
patient_003_node_4,True,False,False
patient_007_node_1,True,False,False
patient_007_node_2,True,False,False
patient_007_node_3,True,False,False
patient_008_node_1,True,False,False
patient_008_node_2,True,False,False
patient_008_node_3,True,False,False
patient_009_node_2,True,False,False
patient_010_node_3,True,False,False
patient_011_node_1,True,False,False
patient_011_node_2,True,False,False
patient_011_node_4,True,False,False
patient_012_node_1,True,False,False
patient_012_node_2,True,False,False
patient_013_node_1,True,False,False
patient_014_node_0,True,False,False
normal_141,True,False,False
patient_016_node_2,True,False,False
patient_016_node_3,True,False,False
patient_018_node_0,True,False,False
normal_077,True,False,False
patient_023_node_0,True,False,False
patient_024_node_3,True,False,False
patient_025_node_3,True,False,False
patient_025_node_4,True,False,False
patient_027_node_3,True,False,False
patient_030_node_0,True,False,False
patient_030_node_1,True,False,False
patient_031_node_0,True,False,False
patient_031_node_3,True,False,False
patient_031_node_4,True,False,False
patient_032_node_0,True,False,False
normal_011,True,False,False
patient_032_node_3,True,False,False
patient_033_node_0,True,False,False
normal_079,True,False,False
patient_034_node_2,True,False,False
patient_035_node_2,True,False,False
patient_036_node_2,True,False,False
patient_036_node_4,True,False,False
patient_037_node_0,True,False,False
patient_037_node_4,True,False,False
patient_038_node_3,True,False,False
patient_039_node_2,True,False,False
patient_039_node_4,True,False,False
patient_040_node_3,True,False,False
patient_041_node_1,True,False,False
patient_041_node_3,True,False,False
patient_042_node_2,True,False,False
patient_044_node_0,True,False,False
patient_044_node_1,True,False,False
normal_014,True,False,False
patient_046_node_0,True,False,False
normal_023,True,False,False
patient_047_node_0,True,False,False
patient_047_node_4,True,False,False
patient_048_node_3,True,False,False
patient_048_node_4,True,False,False
patient_049_node_4,True,False,False
patient_050_node_1,True,False,False
patient_050_node_2,True,False,False
normal_021,True,False,False
patient_052_node_4,True,False,False
patient_053_node_0,True,False,False
patient_053_node_1,True,False,False
patient_053_node_3,True,False,False
patient_054_node_0,True,False,False
patient_054_node_4,True,False,False
patient_055_node_0,True,False,False
patient_055_node_4,True,False,False
patient_056_node_0,True,False,False
patient_056_node_2,True,False,False
patient_056_node_4,True,False,False
patient_058_node_0,True,False,False
patient_058_node_2,True,False,False
patient_058_node_3,True,False,False
patient_059_node_2,True,False,False
patient_059_node_4,True,False,False
patient_061_node_1,True,False,False
patient_061_node_2,True,False,False
normal_013,True,False,False
patient_064_node_1,True,False,False
patient_064_node_2,True,False,False
patient_066_node_1,True,False,False
patient_066_node_4,True,False,False
patient_067_node_0,True,False,False
patient_067_node_1,True,False,False
patient_068_node_0,True,False,False
normal_094,True,False,False
patient_068_node_3,True,False,False
patient_069_node_4,True,False,False
normal_096,True,False,False
patient_070_node_2,True,False,False
patient_071_node_2,True,False,False
patient_071_node_3,True,False,False
patient_073_node_0,True,False,False
patient_073_node_2,True,False,False
patient_074_node_2,True,False,False
patient_075_node_0,True,False,False
patient_076_node_0,True,False,False
patient_077_node_0,True,False,False
patient_077_node_3,True,False,False
patient_078_node_1,True,False,False
patient_078_node_3,True,False,False
patient_079_node_0,True,False,False
patient_079_node_2,True,False,False
patient_082_node_0,True,False,False
patient_082_node_2,True,False,False
patient_082_node_3,True,False,False
patient_083_node_1,True,False,False
patient_084_node_1,True,False,False
patient_085_node_2,True,False,False
patient_085_node_3,True,False,False
patient_085_node_4,True,False,False
patient_086_node_1,True,False,False
patient_087_node_3,True,False,False
patient_087_node_4,True,False,False
patient_088_node_0,True,False,False
patient_088_node_2,True,False,False
patient_090_node_0,True,False,False
patient_090_node_1,True,False,False
patient_090_node_2,True,False,False
patient_090_node_3,True,False,False
patient_093_node_0,True,False,False
patient_094_node_3,True,False,False
patient_095_node_1,True,False,False
patient_098_node_2,True,False,False
patient_098_node_3,True,False,False
patient_099_node_2,True,False,False
normal_067,True,False,False
normal_123,True,False,False
normal_140,True,False,False
tumor_020,True,False,False
tumor_008,True,False,False
tumor_067,True,False,False
tumor_004,True,False,False
tumor_111,True,False,False
tumor_109,True,False,False
tumor_082,True,False,False
tumor_063,True,False,False
tumor_074,True,False,False
tumor_062,True,False,False
tumor_010,True,False,False
tumor_099,True,False,False
tumor_049,True,False,False
tumor_086,True,False,False
tumor_009,True,False,False
tumor_054,True,False,False
tumor_061,True,False,False
tumor_102,True,False,False
tumor_098,True,False,False
tumor_045,True,False,False
tumor_100,True,False,False
tumor_105,True,False,False
tumor_046,True,False,False
tumor_093,True,False,False
tumor_031,True,False,False
tumor_110,True,False,False
tumor_059,True,False,False
tumor_072,True,False,False
tumor_060,True,False,False
tumor_080,True,False,False
tumor_095,True,False,False
tumor_089,True,False,False
tumor_103,True,False,False
tumor_017,True,False,False
tumor_056,True,False,False
tumor_075,True,False,False
test_004,True,False,False
test_008,True,False,False
test_021,True,False,False
test_026,True,False,False
test_027,True,False,False
test_029,True,False,False
tumor_033,True,False,False
test_052,True,False,False
tumor_081,True,False,False
test_066,True,False,False
test_069,True,False,False
test_073,True,False,False
test_079,True,False,False
test_082,True,False,False
test_092,True,False,False
test_099,True,False,False
test_108,True,False,False
test_110,True,False,False
tumor_015,True,False,False
test_116,True,False,False
test_121,True,False,False
test_122,True,False,False
tumor_055,True,False,False
tumor_038,True,False,False
patient_006_node_2,True,False,False
patient_006_node_4,True,False,False
patient_007_node_4,True,False,False
patient_010_node_4,True,False,False
patient_011_node_0,True,False,False
patient_012_node_0,True,False,False
tumor_032,True,False,False
patient_014_node_2,True,False,False
patient_014_node_4,True,False,False
patient_016_node_0,True,False,False
patient_016_node_1,True,False,False
patient_017_node_1,True,False,False
tumor_041,True,False,False
patient_018_node_2,True,False,False
patient_019_node_2,True,False,False
patient_019_node_3,True,False,False
patient_020_node_1,True,False,False
patient_021_node_0,True,False,False
patient_024_node_4,True,False,False
patient_026_node_0,True,False,False
patient_026_node_1,True,False,False
patient_026_node_3,True,False,False
patient_026_node_4,True,False,False
patient_027_node_2,True,False,False
patient_027_node_4,True,False,False
patient_028_node_0,True,False,False
patient_028_node_1,True,False,False
patient_028_node_3,True,False,False
patient_032_node_1,True,False,False
patient_033_node_2,True,False,False
patient_034_node_3,True,False,False
patient_037_node_1,True,False,False
tumor_030,True,False,False
patient_038_node_4,True,False,False
patient_041_node_0,True,False,False
tumor_048,True,False,False
patient_042_node_3,True,False,False
patient_046_node_3,True,False,False
patient_048_node_1,True,False,False
tumor_026,True,False,False
patient_049_node_1,True,False,False
patient_051_node_0,True,False,False
patient_051_node_1,True,False,False
patient_051_node_4,True,False,False
patient_052_node_0,True,False,False
patient_052_node_2,True,False,False
patient_060_node_0,True,False,False
tumor_066,True,False,False
patient_062_node_2,True,False,False
patient_063_node_4,True,False,False
patient_067_node_3,True,False,False
patient_068_node_1,True,False,False
patient_069_node_2,True,False,False
patient_069_node_3,True,False,False
patient_070_node_3,True,False,False
patient_072_node_1,True,False,False
patient_073_node_1,True,False,False
patient_076_node_1,True,False,False
patient_077_node_2,True,False,False
tumor_021,True,False,False
patient_080_node_3,True,False,False
patient_081_node_1,True,False,False
tumor_040,True,False,False
patient_086_node_4,True,False,False
patient_087_node_1,True,False,False
patient_091_node_2,True,False,False
patient_091_node_3,True,False,False
patient_092_node_1,True,False,False
tumor_085,True,False,False
patient_092_node_3,True,False,False
patient_093_node_4,True,False,False
patient_094_node_1,True,False,False
patient_096_node_2,True,False,False
patient_096_node_4,True,False,False
patient_097_node_4,True,False,False
patient_099_node_4,True,False,False
tumor_104,True,False,False
patient_002_node_2,False,True,False
test_128,False,True,False
patient_007_node_0,False,True,False
patient_061_node_3,False,True,False
test_047,False,True,False
test_059,False,True,False
patient_004_node_2,False,True,False
normal_145,False,True,False
patient_093_node_3,False,True,False
patient_036_node_0,False,True,False
normal_118,False,True,False
normal_055,False,True,False
patient_083_node_3,False,True,False
normal_073,False,True,False
patient_060_node_2,False,True,False
patient_023_node_3,False,True,False
patient_065_node_1,False,True,False
patient_047_node_3,False,True,False
patient_084_node_0,False,True,False
normal_042,False,True,False
normal_157,False,True,False
normal_103,False,True,False
patient_072_node_3,False,True,False
test_022,False,True,False
patient_022_node_3,False,True,False
patient_099_node_1,False,True,False
patient_002_node_1,False,True,False
patient_057_node_4,False,True,False
normal_050,False,True,False
normal_059,False,True,False
normal_001,False,True,False
test_083,False,True,False
normal_155,False,True,False
normal_029,False,True,False
test_042,False,True,False
normal_119,False,True,False
patient_090_node_4,False,True,False
normal_016,False,True,False
normal_142,False,True,False
patient_011_node_3,False,True,False
normal_037,False,True,False
normal_116,False,True,False
test_053,False,True,False
patient_042_node_4,False,True,False
patient_005_node_0,False,True,False
patient_002_node_0,False,True,False
patient_041_node_2,False,True,False
normal_100,False,True,False
patient_054_node_3,False,True,False
patient_081_node_3,False,True,False
patient_095_node_3,False,True,False
patient_004_node_1,False,True,False
test_120,False,True,False
patient_010_node_2,False,True,False
patient_034_node_0,False,True,False
patient_044_node_2,False,True,False
normal_097,False,True,False
patient_070_node_0,False,True,False
test_089,False,True,False
normal_052,False,True,False
normal_007,False,True,False
normal_015,False,True,False
