,train,val,test
0,18813,18014,25923
1,38669,63165,52461
2,42857,47960,46543
3,39880,22425,16876
4,30203,36063,52259
5,1952,42549,38687
6,44603,62828,42125
7,58974,5970,4877
8,44976,28603,40888
9,60685,9658,55287
10,22489,27315,45725
11,56861,22290,44581
12,31033,12222,12442
13,6359,16325,17067
14,40129,11263,36302
15,35197,45990,14051
16,1943,56947,13526
17,20205,26533,15486
18,15231,1660,52931
19,7482,29915,30369
20,30272,3191,42296
21,57696,7955,13987
22,41586,26950,17291
23,60988,63289,63015
24,52375,32032,26219
25,25928,52420,38349
26,64824,15470,29615
27,46769,54928,51346
28,4827,10548,22155
29,58947,48506,43796
30,21929,61823,45630
31,57598,3222,15912
32,24563,53655,27851
33,6449,10800,46444
34,53377,59760,55279
35,59515,56875,32432
36,8279,2906,35953
37,44283,14617,5265
38,61961,48734,44962
39,51032,51128,6793
40,50304,31383,40503
41,15671,44804,53859
42,21373,24023,61320
43,38901,30515,59900
44,14424,23629,38647
45,45578,50962,59002
46,43280,18138,49995
47,44232,22221,38479
48,60928,10246,55876
49,63367,12522,14401
50,57711,31594,38118
51,22924,4608,51215
52,39269,52836,2666
53,52108,52752,6281
54,35909,17738,18810
55,32042,12902,26939
56,7490,28736,40079
57,63836,15188,18607
58,35754,51679,33984
59,10077,7329,6363
60,32636,50246,44700
61,22740,15742,53900
62,19030,30712,10469
63,19569,50048,34822
64,60936,53098,28066
65,20882,43998,286
66,11431,45254,7204
67,53402,60287,15209
68,63121,39144,22654
69,52846,54990,1666
70,3511,52438,1080
71,40124,65533,8240
72,21232,18896,3055
73,16064,43875,35592
74,25604,65300,15871
75,49942,29331,36204
76,47035,11417,54825
77,54408,8713,55281
78,41368,18981,8805
79,17487,46736,10143
80,51499,29888,6140
81,8531,16494,20463
82,30792,47984,4211
83,21910,28922,1020
84,64771,35998,24617
85,34690,1289,54949
86,63429,37367,62641
87,46688,36639,18547
88,47105,36499,14127
89,29147,2097,26603
90,38048,51832,15221
91,39172,50712,1101
92,38018,34247,28028
93,44432,5992,60058
94,53059,17637,24759
95,16986,43432,8213
96,52784,17416,48973
97,46172,46469,1295
98,431,39990,34649
99,43390,61689,5264
100,1925,64950,9341
101,34720,43671,30539
102,6951,57100,35652
103,32112,6843,58895
104,3098,46435,9509
105,56221,18568,41801
106,17365,64188,50589
107,31333,16042,35239
108,52275,26124,12159
109,4,25792,27747
110,38535,19255,59031
111,34845,8280,28519
112,1252,13364,63897
113,61280,54007,31473
114,5251,50932,45185
115,20670,26190,64111
116,9154,29200,24507
117,48861,27249,28121
118,61424,19157,26644
119,61797,9697,10642
120,24991,50878,61033
121,63941,27245,3881
122,57468,39893,6558
123,27950,28393,970
124,18914,30738,52308
125,51021,15293,10896
126,63298,18196,1774
127,25561,11559,47911
128,40639,30508,32192
129,20858,39365,61089
130,15139,14542,53688
131,16209,6175,59589
132,5851,36513,706
133,64629,41361,56843
134,38097,31793,56500
135,39146,13387,3092
136,49281,26025,33708
137,61852,36583,281
138,47837,21303,39466
139,65371,49872,66
140,32596,2391,37385
141,5015,38849,41099
142,20312,9183,21260
143,3264,8130,40864
144,54590,38366,52612
145,27739,3672,57162
146,54506,38959,10252
147,37655,54473,31300
148,46793,46815,39252
149,28821,4797,56117
150,5114,39208,44530
151,36008,37190,62476
152,2706,65094,30868
153,39728,37307,39872
154,21432,56351,20329
155,14039,36678,23523
156,20316,2227,34508
157,39425,9200,3084
158,45104,49587,35565
159,59383,57265,4134
160,91,35792,51893
161,39255,56799,21020
162,17854,,
163,29904,,
164,29240,,
165,32035,,
166,19512,,
167,43815,,
168,39297,,
169,4963,,
170,5307,,
171,46139,,
172,38041,,
173,47020,,
174,30794,,
175,61493,,
176,17174,,
177,33839,,
178,65022,,
179,6898,,
180,11557,,
181,61100,,
182,8985,,
183,39258,,
184,29084,,
185,15583,,
186,13568,,
187,12244,,
188,33976,,
189,34277,,
190,25256,,
191,5852,,
192,38585,,
193,23796,,
194,26862,,
195,34688,,
196,47431,,
197,38019,,
198,6582,,
199,31297,,
200,14312,,
201,48550,,
202,36783,,
203,14532,,
204,30986,,
205,48502,,
206,42260,,
207,5456,,
208,9254,,
209,28562,,
210,21445,,
211,3997,,
212,25331,,
213,56993,,
