,train,val,test
0,18813,57598,12442
1,38669,44976,25923
2,39880,60685,44603
3,52420,22425,15486
4,43796,42296,22489
5,1952,38349,52259
6,52461,7482,41586
7,44581,61961,54928
8,29615,30203,46769
9,27315,31033,26219
10,35197,51346,42125
11,20205,24563,26950
12,55287,63289,1943
13,47960,56861,8279
14,11263,25928,45725
15,15231,29915,1660
16,30272,28603,57696
17,26533,38687,13526
18,60988,12222,15470
19,52375,36063,40888
20,64824,40129,48506
21,4827,63165,30369
22,42549,56947,16325
23,17291,45990,42857
24,58947,46543,59515
25,52931,62828,3191
26,21929,13987,10548
27,36302,4877,6359
28,6449,16876,58974
29,53377,22290,5970
30,18014,61823,51032
31,9658,44700,17738
32,17067,45578,38118
33,32032,49995,8531
34,22155,50962,53655
35,44283,5265,6363
36,7955,60936,7329
37,14051,35754,54408
38,63015,12902,50246
39,15742,30792,52752
40,34822,41368,3222
41,40079,38901,15671
42,61320,55876,44804
43,30515,31594,34690
44,21373,47105,7204
45,12522,43280,27851
46,44232,20882,63429
47,51128,17487,30712
48,15912,21910,60928
49,28736,286,35953
50,51215,40503,52846
51,22924,10246,57711
52,52108,18810,46688
53,59002,50304,64771
54,32042,49942,10800
55,2666,31383,14424
56,4608,25604,45254
57,7490,6281,22221
58,63836,15188,14617
59,10077,35909,39269
60,32636,50048,22740
61,18607,59900,55279
62,44962,48734,63367
63,32432,10469,53402
64,19569,53900,40124
65,52836,59760,19030
66,11431,53098,18138
67,28066,17416,20316
68,63121,39172,37367
69,3511,61424,39255
70,6793,1774,35652
71,38647,16494,37655
72,21232,24759,1925
73,16064,27950,64188
74,26939,36513,64950
75,14401,18896,45185
76,23629,14542,61797
77,47035,65300,43815
78,56875,5992,35998
79,51499,36204,54007
80,45630,18196,3264
81,43998,14039,47020
82,2906,8213,10143
83,24023,706,8805
84,53859,46139,29904
85,51679,41361,9341
86,38479,34845,45104
87,33984,39365,15221
88,46444,1252,53059
89,38048,61280,54506
90,19255,29200,43390
91,35592,91,32192
92,48973,44432,40639
93,6951,50878,17174
94,32112,5264,49281
95,3098,31473,1666
96,31333,39728,16042
97,52275,56221,29147
98,51832,47837,64629
99,60287,25792,39297
100,57100,39144,39990
101,43671,62641,28393
102,5251,32596,41801
103,9154,30508,19512
104,24991,36499,11559
105,30539,26603,63897
106,10642,29331,17365
107,1295,52438,13364
108,6558,4963,43875
109,34247,58895,38097
110,46736,46793,36008
111,50932,21432,19157
112,24507,3881,54825
113,18914,46435,38041
114,4211,47911,51021
115,15209,34720,52308
116,25561,5307,27747
117,1289,20463,63941
118,50589,20670,10896
119,43432,26190,29240
120,9697,15293,17637
121,54990,12159,32035
122,20858,1101,431
123,15139,59589,8713
124,16209,38535,34649
125,5851,22654,6140
126,28519,2706,64111
127,56843,16986,28028
128,39146,1080,57468
129,61852,48861,38018
130,54949,18981,29888
131,28121,46172,52784
132,65371,65533,63298
133,5015,4,53688
134,20312,13387,281
135,1020,8130,36583
136,11417,41099,39466
137,54590,29084,10252
138,27739,3092,33976
139,35239,65022,31300
140,18568,21303,56500
141,28821,13568,38849
142,39893,3672,11557
143,5114,31793,33708
144,36639,34277,34688
145,27245,40864,2391
146,24617,6898,25256
147,15871,38585,57162
148,14127,4797,34508
149,6175,37307,36678
150,27249,3997,30868
151,39425,39208,51893
152,26124,21020,47431
153,61033,4134,65094
154,2097,44530,36783
155,59383,25331,48550
156,17854,20329,42260
157,61689,9254,57265
158,8240,30986,3084
159,60058,35565,46815
160,50712,35792,31297
161,18547,9200,14312
162,46469,,
163,6843,,
164,55281,,
165,3055,,
166,8280,,
167,47984,,
168,970,,
169,9509,,
170,61089,,
171,26644,,
172,59031,,
173,30738,,
174,30794,,
175,61493,,
176,28922,,
177,52612,,
178,33839,,
179,54473,,
180,61100,,
181,8985,,
182,39258,,
183,38366,,
184,9183,,
185,66,,
186,49872,,
187,15583,,
188,12244,,
189,37385,,
190,38959,,
191,5852,,
192,23796,,
193,26862,,
194,26025,,
195,21260,,
196,38019,,
197,56117,,
198,6582,,
199,62476,,
200,56799,,
201,39872,,
202,37190,,
203,14532,,
204,48502,,
205,5456,,
206,2227,,
207,28562,,
208,49587,,
209,21445,,
210,23523,,
211,39252,,
212,56351,,
213,56993,,
