,train,val,test
18813,True,False,False
38669,True,False,False
39880,True,False,False
52420,True,False,False
43796,True,False,False
1952,True,False,False
52461,True,False,False
44581,True,False,False
29615,True,False,False
27315,True,False,False
35197,True,False,False
20205,True,False,False
55287,True,False,False
47960,True,False,False
11263,True,False,False
15231,True,False,False
30272,True,False,False
26533,True,False,False
60988,True,False,False
52375,True,False,False
64824,True,False,False
4827,True,False,False
42549,True,False,False
17291,True,False,False
58947,True,False,False
52931,True,False,False
21929,True,False,False
36302,True,False,False
6449,True,False,False
53377,True,False,False
18014,True,False,False
9658,True,False,False
17067,True,False,False
32032,True,False,False
22155,True,False,False
44283,True,False,False
7955,True,False,False
14051,True,False,False
63015,True,False,False
15742,True,False,False
34822,True,False,False
40079,True,False,False
61320,True,False,False
30515,True,False,False
21373,True,False,False
12522,True,False,False
44232,True,False,False
51128,True,False,False
15912,True,False,False
28736,True,False,False
51215,True,False,False
22924,True,False,False
52108,True,False,False
59002,True,False,False
32042,True,False,False
2666,True,False,False
4608,True,False,False
7490,True,False,False
63836,True,False,False
10077,True,False,False
32636,True,False,False
18607,True,False,False
44962,True,False,False
32432,True,False,False
19569,True,False,False
52836,True,False,False
11431,True,False,False
28066,True,False,False
63121,True,False,False
3511,True,False,False
6793,True,False,False
38647,True,False,False
21232,True,False,False
16064,True,False,False
26939,True,False,False
14401,True,False,False
23629,True,False,False
47035,True,False,False
56875,True,False,False
51499,True,False,False
45630,True,False,False
43998,True,False,False
2906,True,False,False
24023,True,False,False
53859,True,False,False
51679,True,False,False
38479,True,False,False
33984,True,False,False
46444,True,False,False
38048,True,False,False
19255,True,False,False
35592,True,False,False
48973,True,False,False
6951,True,False,False
32112,True,False,False
3098,True,False,False
31333,True,False,False
52275,True,False,False
51832,True,False,False
60287,True,False,False
57100,True,False,False
43671,True,False,False
5251,True,False,False
9154,True,False,False
24991,True,False,False
30539,True,False,False
10642,True,False,False
1295,True,False,False
6558,True,False,False
34247,True,False,False
46736,True,False,False
50932,True,False,False
24507,True,False,False
18914,True,False,False
4211,True,False,False
15209,True,False,False
25561,True,False,False
1289,True,False,False
50589,True,False,False
43432,True,False,False
9697,True,False,False
54990,True,False,False
20858,True,False,False
15139,True,False,False
16209,True,False,False
5851,True,False,False
28519,True,False,False
56843,True,False,False
39146,True,False,False
61852,True,False,False
54949,True,False,False
28121,True,False,False
65371,True,False,False
5015,True,False,False
20312,True,False,False
1020,True,False,False
11417,True,False,False
54590,True,False,False
27739,True,False,False
35239,True,False,False
18568,True,False,False
28821,True,False,False
39893,True,False,False
5114,True,False,False
36639,True,False,False
27245,True,False,False
24617,True,False,False
15871,True,False,False
14127,True,False,False
6175,True,False,False
27249,True,False,False
39425,True,False,False
26124,True,False,False
61033,True,False,False
2097,True,False,False
59383,True,False,False
17854,True,False,False
61689,True,False,False
8240,True,False,False
60058,True,False,False
50712,True,False,False
18547,True,False,False
46469,True,False,False
6843,True,False,False
55281,True,False,False
3055,True,False,False
8280,True,False,False
47984,True,False,False
970,True,False,False
