,train,val,test
0,18813,1660,59515
1,38669,20205,12222
2,39880,22155,40129
3,52420,60988,4877
4,13526,28603,53377
5,52461,1943,41586
6,22290,63289,63015
7,44581,30203,18014
8,58974,45990,11263
9,40888,30369,21929
10,60685,22425,16876
11,22489,27315,52375
12,31033,15231,15486
13,62828,61961,25928
14,55287,24563,36302
15,16325,51346,10548
16,12442,46543,43796
17,47960,57598,4827
18,52259,17067,44976
19,57696,56947,30272
20,26533,29915,42549
21,25923,38687,42857
22,46769,13987,44603
23,63165,45725,35197
24,5970,1952,7955
25,54928,17291,58947
26,52931,6359,64824
27,26219,56861,6449
28,38349,7482,29615
29,48506,9658,26950
30,42296,27851,40079
31,8279,6793,45630
32,32032,52846,53098
33,36063,32636,56875
34,44283,11431,18607
35,3191,19030,16064
36,14051,64771,35754
37,42125,3511,47035
38,15470,50304,286
39,15742,40124,50048
40,59760,28066,35909
41,34822,21232,15671
42,45254,26939,49942
43,7204,30792,32432
44,21373,30712,33984
45,45578,14424,51499
46,59900,31383,46688
47,7329,17487,3222
48,12522,15912,46444
49,43280,52108,19569
50,44232,50246,63836
51,60928,30515,14401
52,51128,10077,61320
53,61823,23629,22924
54,63367,63429,31594
55,55279,21910,48734
56,28736,53655,52752
57,51215,40503,38118
58,39269,6363,7490
59,59002,35953,10800
60,32042,2906,8531
61,2666,10246,51032
62,44962,57711,14617
63,22221,10469,18810
64,53900,43998,38901
65,15188,25604,4608
66,22740,53402,44700
67,17738,17637,24759
68,52836,28519,34247
69,60936,62641,2097
70,20882,26190,1020
71,63121,15209,3881
72,12902,51021,52438
73,5265,15139,49281
74,38647,56843,61424
75,50962,6843,31473
76,54408,63298,64629
77,41368,4,91
78,44804,48861,28393
79,6281,41801,5114
80,49995,1289,61689
81,18138,47911,5251
82,34690,54506,46172
83,24023,16209,29904
84,53859,18981,54007
85,51679,43815,57468
86,38479,16042,3264
87,55876,29888,30508
88,47105,35239,20463
89,29147,59383,5992
90,15293,52275,39893
91,38048,47020,43671
92,1080,1774,29240
93,39172,27950,11417
94,35592,11559,30738
95,10143,20312,54949
96,44432,52784,32112
97,36204,14542,43432
98,8713,50932,48973
99,43390,17365,61493
100,3098,18568,17854
101,56221,54590,19157
102,27747,13364,17416
103,34845,38018,46435
104,706,60287,64950
105,61280,37367,2706
106,65300,32192,4211
107,9154,50589,20316
108,39990,29200,61852
109,26603,30794,8213
110,50878,46469,9341
111,61797,1252,39144
112,24991,6140,30539
113,63941,1101,24507
114,10642,8240,5264
115,6558,20670,431
116,35998,46139,54825
117,9697,36499,17174
118,54990,16494,18914
119,20858,5851,65371
120,38097,32596,38535
121,39146,53059,15871
122,53688,21432,65533
123,43875,18196,6951
124,47837,34720,36513
125,59589,39365,16986
126,35652,51832,25561
127,5015,46736,64111
128,64188,27739,19255
129,8805,18896,40639
130,52308,25792,31333
131,37655,1925,57100
132,46793,28121,36639
133,28821,1295,59031
134,27245,34688,10252
135,36008,36583,52612
136,24617,13568,29084
137,14127,33708,26025
138,6175,56500,25256
139,39728,38849,39466
140,10896,38366,8985
141,14039,21303,33976
142,12159,21260,26862
143,27249,57162,9183
144,41361,3672,3092
145,58895,2391,31793
146,39425,13387,23796
147,45104,11557,38959
148,26124,34508,65094
149,29331,5456,2227
150,61033,44530,28562
151,39255,39252,47431
152,22654,30986,6582
153,63897,37190,14532
154,32035,9200,25331
155,19512,56117,48550
156,60058,36783,35792
157,50712,4797,14312
158,18547,56799,37307
159,45185,3084,39872
160,15221,21020,23523
161,28028,30868,42260
162,1666,,
163,55281,,
164,39297,,
165,3055,,
166,8280,,
167,4963,,
168,34649,,
169,5307,,
170,47984,,
171,38041,,
172,970,,
173,9509,,
174,61089,,
175,26644,,
176,28922,,
177,33839,,
178,40864,,
179,65022,,
180,6898,,
181,54473,,
182,61100,,
183,39258,,
184,66,,
185,49872,,
186,15583,,
187,12244,,
188,37385,,
189,34277,,
190,41099,,
191,5852,,
192,31300,,
193,38585,,
194,281,,
195,8130,,
196,46815,,
197,38019,,
198,31297,,
199,62476,,
200,57265,,
201,20329,,
202,36678,,
203,51893,,
204,48502,,
205,9254,,
206,39208,,
207,49587,,
208,21445,,
209,3997,,
210,35565,,
211,56351,,
212,56993,,
213,4134,,
