,train,val,test
normal_052,True,False,False
normal_087,True,False,False
normal_008,True,False,False
normal_127,True,False,False
normal_126,True,False,False
normal_101,True,False,False
normal_089,True,False,False
normal_003,True,False,False
normal_065,True,False,False
normal_007,True,False,False
normal_104,True,False,False
normal_057,True,False,False
normal_116,True,False,False
normal_073,True,False,False
normal_128,True,False,False
normal_010,True,False,False
normal_114,True,False,False
normal_036,True,False,False
normal_029,True,False,False
normal_137,True,False,False
normal_043,True,False,False
normal_157,True,False,False
normal_034,True,False,False
normal_075,True,False,False
normal_120,True,False,False
normal_053,True,False,False
normal_090,True,False,False
normal_035,True,False,False
normal_092,True,False,False
normal_051,True,False,False
normal_017,True,False,False
normal_131,True,False,False
normal_066,True,False,False
normal_100,True,False,False
normal_111,True,False,False
normal_109,True,False,False
normal_095,True,False,False
normal_136,True,False,False
normal_113,True,False,False
normal_024,True,False,False
normal_032,True,False,False
normal_105,True,False,False
normal_143,True,False,False
test_012,True,False,False
test_014,True,False,False
test_015,True,False,False
test_017,True,False,False
test_020,True,False,False
normal_020,True,False,False
test_022,True,False,False
test_024,True,False,False
test_025,True,False,False
test_028,True,False,False
test_031,True,False,False
test_032,True,False,False
test_041,True,False,False
test_050,True,False,False
test_053,True,False,False
test_062,True,False,False
test_063,True,False,False
test_067,True,False,False
test_077,True,False,False
test_080,True,False,False
test_081,True,False,False
normal_081,True,False,False
test_083,True,False,False
test_085,True,False,False
test_086,True,False,False
test_087,True,False,False
test_088,True,False,False
test_095,True,False,False
test_096,True,False,False
test_101,True,False,False
test_103,True,False,False
test_107,True,False,False
test_115,True,False,False
test_118,True,False,False
test_120,True,False,False
test_127,True,False,False
test_128,True,False,False
patient_000_node_0,True,False,False
patient_000_node_2,True,False,False
patient_000_node_4,True,False,False
patient_001_node_0,True,False,False
patient_001_node_3,True,False,False
patient_002_node_0,True,False,False
patient_003_node_1,True,False,False
patient_004_node_0,True,False,False
normal_133,True,False,False
patient_005_node_1,True,False,False
patient_007_node_0,True,False,False
patient_007_node_1,True,False,False
patient_009_node_3,True,False,False
patient_010_node_2,True,False,False
patient_010_node_3,True,False,False
patient_011_node_4,True,False,False
patient_012_node_1,True,False,False
patient_012_node_4,True,False,False
patient_013_node_1,True,False,False
patient_014_node_0,True,False,False
patient_014_node_1,True,False,False
normal_141,True,False,False
patient_015_node_0,True,False,False
patient_016_node_4,True,False,False
patient_019_node_4,True,False,False
patient_020_node_0,True,False,False
normal_077,True,False,False
normal_054,True,False,False
patient_023_node_2,True,False,False
patient_024_node_0,True,False,False
patient_024_node_3,True,False,False
patient_025_node_3,True,False,False
patient_027_node_1,True,False,False
patient_027_node_3,True,False,False
patient_029_node_4,True,False,False
patient_030_node_0,True,False,False
patient_030_node_3,True,False,False
patient_031_node_1,True,False,False
patient_032_node_2,True,False,False
patient_032_node_3,True,False,False
patient_033_node_4,True,False,False
patient_034_node_0,True,False,False
patient_034_node_1,True,False,False
normal_079,True,False,False
patient_034_node_2,True,False,False
patient_034_node_4,True,False,False
patient_035_node_1,True,False,False
patient_035_node_4,True,False,False
patient_036_node_1,True,False,False
normal_028,True,False,False
patient_038_node_1,True,False,False
patient_040_node_1,True,False,False
patient_040_node_4,True,False,False
patient_041_node_1,True,False,False
patient_041_node_2,True,False,False
patient_041_node_4,True,False,False
patient_042_node_0,True,False,False
patient_042_node_1,True,False,False
patient_042_node_2,True,False,False
patient_043_node_1,True,False,False
patient_043_node_2,True,False,False
patient_043_node_4,True,False,False
patient_044_node_2,True,False,False
patient_045_node_2,True,False,False
patient_046_node_1,True,False,False
normal_023,True,False,False
patient_047_node_1,True,False,False
patient_048_node_3,True,False,False
patient_048_node_4,True,False,False
patient_049_node_3,True,False,False
patient_050_node_2,True,False,False
patient_050_node_3,True,False,False
patient_052_node_4,True,False,False
patient_054_node_1,True,False,False
patient_054_node_3,True,False,False
patient_055_node_0,True,False,False
patient_055_node_4,True,False,False
patient_056_node_0,True,False,False
patient_056_node_2,True,False,False
patient_056_node_3,True,False,False
patient_057_node_1,True,False,False
patient_057_node_2,True,False,False
patient_057_node_4,True,False,False
normal_135,True,False,False
patient_058_node_2,True,False,False
patient_059_node_0,True,False,False
patient_059_node_2,True,False,False
patient_060_node_2,True,False,False
patient_066_node_1,True,False,False
patient_067_node_0,True,False,False
patient_068_node_0,True,False,False
patient_068_node_3,True,False,False
patient_069_node_4,True,False,False
normal_096,True,False,False
patient_070_node_2,True,False,False
patient_070_node_4,True,False,False
patient_071_node_1,True,False,False
patient_071_node_2,True,False,False
patient_071_node_3,True,False,False
patient_071_node_4,True,False,False
normal_102,True,False,False
patient_074_node_0,True,False,False
patient_074_node_2,True,False,False
patient_075_node_1,True,False,False
normal_122,True,False,False
patient_077_node_0,True,False,False
patient_077_node_1,True,False,False
patient_077_node_3,True,False,False
patient_078_node_0,True,False,False
normal_015,True,False,False
patient_079_node_1,True,False,False
patient_079_node_3,True,False,False
normal_121,True,False,False
patient_082_node_0,True,False,False
patient_082_node_1,True,False,False
patient_083_node_1,True,False,False
patient_083_node_3,True,False,False
patient_083_node_4,True,False,False
patient_084_node_4,True,False,False
patient_085_node_3,True,False,False
patient_085_node_4,True,False,False
patient_086_node_2,True,False,False
patient_086_node_3,True,False,False
patient_087_node_2,True,False,False
patient_087_node_4,True,False,False
normal_050,True,False,False
patient_089_node_0,True,False,False
patient_090_node_3,True,False,False
patient_090_node_4,True,False,False
patient_091_node_0,True,False,False
patient_093_node_1,True,False,False
patient_093_node_2,True,False,False
patient_094_node_3,True,False,False
patient_095_node_1,True,False,False
patient_095_node_4,True,False,False
normal_022,True,False,False
patient_098_node_0,True,False,False
patient_098_node_1,True,False,False
patient_098_node_2,True,False,False
patient_098_node_4,True,False,False
normal_151,True,False,False
normal_123,True,False,False
normal_155,True,False,False
tumor_020,True,False,False
tumor_037,True,False,False
tumor_013,True,False,False
tumor_028,True,False,False
tumor_065,True,False,False
tumor_018,True,False,False
tumor_004,True,False,False
tumor_003,True,False,False
tumor_049,True,False,False
tumor_023,True,False,False
tumor_064,True,False,False
tumor_086,True,False,False
tumor_009,True,False,False
tumor_091,True,False,False
tumor_078,True,False,False
tumor_102,True,False,False
tumor_098,True,False,False
tumor_105,True,False,False
tumor_073,True,False,False
tumor_031,True,False,False
tumor_059,True,False,False
tumor_084,True,False,False
tumor_097,True,False,False
tumor_072,True,False,False
tumor_080,True,False,False
tumor_103,True,False,False
tumor_056,True,False,False
test_002,True,False,False
test_010,True,False,False
test_027,True,False,False
tumor_007,True,False,False
test_033,True,False,False
test_038,True,False,False
test_040,True,False,False
test_046,True,False,False
test_048,True,False,False
test_052,True,False,False
tumor_081,True,False,False
test_064,True,False,False
test_068,True,False,False
test_074,True,False,False
test_092,True,False,False
test_102,True,False,False
test_108,True,False,False
test_116,True,False,False
tumor_055,True,False,False
patient_005_node_4,True,False,False
patient_006_node_4,True,False,False
patient_008_node_0,True,False,False
patient_009_node_0,True,False,False
patient_009_node_1,True,False,False
patient_010_node_0,True,False,False
patient_010_node_4,True,False,False
patient_011_node_0,True,False,False
patient_013_node_3,True,False,False
patient_013_node_4,True,False,False
patient_014_node_4,True,False,False
patient_016_node_1,True,False,False
patient_017_node_1,True,False,False
patient_018_node_3,True,False,False
patient_019_node_1,True,False,False
patient_019_node_2,True,False,False
patient_019_node_3,True,False,False
tumor_035,True,False,False
patient_021_node_0,True,False,False
patient_021_node_3,True,False,False
patient_021_node_4,True,False,False
patient_022_node_0,True,False,False
patient_022_node_1,True,False,False
patient_022_node_4,True,False,False
patient_024_node_2,True,False,False
patient_024_node_4,True,False,False
patient_026_node_0,True,False,False
patient_026_node_2,True,False,False
patient_026_node_4,True,False,False
patient_027_node_0,True,False,False
patient_027_node_4,True,False,False
patient_028_node_0,True,False,False
patient_028_node_1,True,False,False
tumor_005,True,False,False
patient_028_node_3,True,False,False
patient_034_node_3,True,False,False
patient_036_node_3,True,False,False
patient_038_node_0,True,False,False
patient_038_node_2,True,False,False
patient_038_node_4,True,False,False
tumor_053,True,False,False
patient_041_node_0,True,False,False
tumor_048,True,False,False
patient_044_node_3,True,False,False
patient_048_node_0,True,False,False
patient_051_node_0,True,False,False
