,train,val,test
0,normal_052,patient_043_node_2,patient_047_node_3
1,normal_115,test_009,patient_035_node_4
2,normal_058,patient_034_node_1,patient_095_node_1
3,normal_041,patient_098_node_4,patient_074_node_2
4,normal_078,patient_058_node_3,patient_059_node_2
5,normal_101,patient_037_node_4,normal_065
6,normal_026,normal_017,normal_053
7,normal_057,normal_063,patient_001_node_4
8,normal_150,patient_005_node_1,patient_097_node_2
9,normal_073,normal_077,patient_087_node_3
10,normal_128,normal_003,test_015
11,normal_010,patient_007_node_1,patient_064_node_1
12,normal_114,normal_070,test_081
13,normal_018,patient_039_node_2,test_035
14,normal_036,test_086,patient_046_node_0
15,normal_125,patient_074_node_0,patient_011_node_2
16,normal_062,patient_043_node_3,normal_123
17,normal_160,patient_055_node_2,patient_083_node_3
18,normal_009,normal_121,normal_156
19,normal_047,test_003,patient_009_node_3
20,normal_051,test_025,patient_066_node_0
21,normal_118,patient_070_node_1,patient_035_node_0
22,normal_049,normal_025,patient_050_node_3
23,normal_039,patient_053_node_4,patient_085_node_0
24,normal_033,patient_003_node_1,patient_016_node_3
25,normal_108,normal_090,patient_064_node_4
26,normal_100,patient_082_node_3,normal_140
27,normal_019,patient_028_node_4,patient_012_node_1
28,normal_046,patient_095_node_4,normal_054
29,normal_109,normal_149,patient_078_node_2
30,normal_084,patient_023_node_1,normal_007
31,normal_113,test_077,normal_145
32,normal_083,test_087,patient_008_node_3
33,normal_004,patient_042_node_2,test_023
34,normal_069,test_014,patient_001_node_2
35,normal_105,normal_119,test_041
36,test_006,patient_031_node_0,normal_032
37,test_007,normal_159,patient_074_node_1
38,normal_124,patient_039_node_3,normal_152
39,test_012,patient_082_node_4,patient_071_node_2
40,test_017,patient_043_node_4,normal_095
41,normal_020,test_019,patient_055_node_3
42,test_024,patient_073_node_0,normal_008
43,test_031,patient_040_node_3,normal_117
44,test_032,normal_144,patient_061_node_3
45,test_039,patient_071_node_1,normal_110
46,test_044,normal_104,patient_075_node_0
47,test_047,normal_023,patient_077_node_1
48,test_050,patient_057_node_3,normal_106
49,test_053,normal_002,patient_089_node_2
50,test_054,patient_013_node_0,test_042
51,test_055,test_109,normal_081
52,test_060,patient_065_node_1,patient_090_node_0
53,test_067,test_123,normal_136
54,normal_091,patient_059_node_3,patient_086_node_2
55,test_076,patient_037_node_2,patient_082_node_0
56,test_093,patient_087_node_2,normal_001
57,test_095,patient_069_node_4,patient_000_node_1
58,test_096,patient_007_node_3,patient_061_node_0
59,test_100,test_057,patient_020_node_3
60,test_101,patient_035_node_1,normal_089
61,normal_006,normal_072,patient_001_node_0
62,test_103,patient_006_node_0,normal_134
63,test_106,patient_023_node_3,test_127
64,test_115,patient_084_node_0,patient_081_node_0
65,test_119,test_062,patient_003_node_4
66,normal_093,patient_057_node_2,normal_080
67,test_128,test_022,normal_148
68,patient_000_node_0,patient_090_node_2,test_098
69,patient_000_node_2,normal_130,normal_064
70,patient_000_node_3,patient_002_node_0,patient_077_node_0
71,patient_001_node_3,patient_003_node_0,normal_061
72,patient_002_node_1,test_028,normal_126
73,normal_158,test_043,patient_060_node_2
74,patient_002_node_3,normal_074,patient_044_node_0
75,patient_003_node_2,patient_085_node_3,test_078
76,patient_003_node_3,test_037,test_056
77,patient_004_node_0,patient_082_node_1,patient_029_node_4
78,patient_004_node_3,patient_035_node_3,normal_143
79,patient_005_node_0,patient_085_node_2,test_088
80,patient_005_node_2,patient_036_node_2,normal_085
81,patient_006_node_1,normal_131,patient_015_node_3
82,patient_007_node_0,patient_098_node_1,test_020
83,patient_007_node_2,patient_013_node_1,normal_139
84,normal_012,normal_154,patient_073_node_2
85,patient_008_node_2,test_120,test_126
86,patient_008_node_4,patient_094_node_3,patient_074_node_3
87,patient_010_node_1,test_089,normal_141
88,normal_048,patient_078_node_3,patient_055_node_4
89,patient_010_node_3,normal_088,patient_004_node_2
90,patient_011_node_4,normal_045,normal_056
91,patient_012_node_2,patient_093_node_3,normal_016
92,patient_014_node_0,patient_048_node_3,normal_120
93,patient_014_node_1,normal_129,normal_132
94,patient_015_node_0,patient_090_node_3,patient_011_node_1
95,patient_016_node_4,patient_055_node_1,normal_038
96,patient_017_node_0,patient_053_node_0,patient_027_node_3
97,patient_018_node_0,patient_012_node_4,patient_083_node_0
98,patient_019_node_4,normal_030,patient_095_node_3
99,patient_020_node_0,normal_137,patient_071_node_0
100,patient_022_node_2,normal_042,normal_059
101,patient_022_node_3,normal_116,normal_146
102,patient_023_node_0,patient_054_node_4,normal_112
103,patient_023_node_4,patient_099_node_2,test_091
104,patient_024_node_0,patient_021_node_2,patient_032_node_4
105,patient_024_node_3,patient_099_node_1,patient_031_node_2
106,patient_025_node_2,patient_006_node_3,patient_002_node_4
107,patient_025_node_3,normal_133,normal_013
108,patient_025_node_4,patient_065_node_3,patient_089_node_1
109,patient_027_node_1,patient_060_node_1,patient_075_node_2
110,patient_030_node_0,patient_082_node_2,patient_061_node_2
111,patient_030_node_1,patient_044_node_1,patient_000_node_4
112,patient_030_node_2,test_018,patient_054_node_2
113,patient_030_node_3,test_129,normal_153
114,patient_031_node_4,test_080,patient_009_node_4
115,patient_032_node_0,patient_072_node_3,normal_157
116,normal_011,patient_078_node_0,test_058
117,patient_032_node_3,normal_029,patient_075_node_1
118,patient_033_node_0,patient_036_node_0,normal_138
119,patient_033_node_4,test_085,normal_103
120,patient_034_node_0,patient_040_node_1,patient_053_node_2
121,normal_079,patient_011_node_3,normal_135
122,patient_034_node_4,patient_041_node_2,patient_043_node_0
123,patient_036_node_1,normal_024,patient_040_node_4
124,normal_028,patient_038_node_1,test_125
125,patient_036_node_4,normal_127,test_045
126,patient_037_node_0,patient_001_node_1,normal_092
127,patient_038_node_3,patient_092_node_2,normal_044
128,patient_040_node_0,patient_025_node_0,normal_071
129,normal_076,patient_010_node_2,test_107
130,patient_041_node_1,patient_044_node_2,patient_071_node_3
131,patient_041_node_4,test_072,test_036
132,patient_042_node_0,test_130,test_059
133,patient_042_node_1,patient_008_node_1,normal_111
134,normal_014,patient_009_node_2,normal_027
135,patient_045_node_2,test_034,patient_078_node_4
136,patient_046_node_2,patient_042_node_4,patient_004_node_1
137,patient_047_node_0,test_112,patient_034_node_2
138,patient_047_node_4,patient_085_node_1,patient_073_node_4
139,patient_048_node_2,patient_046_node_1,patient_002_node_2
140,patient_048_node_4,normal_066,patient_031_node_1
141,patient_049_node_0,patient_051_node_3,normal_035
142,patient_049_node_3,patient_037_node_3,normal_107
143,patient_049_node_4,patient_050_node_1,test_118
144,patient_050_node_0,normal_040,test_070
145,normal_147,normal_068,normal_142
146,patient_050_node_2,normal_075,patient_032_node_2
147,normal_021,patient_061_node_1,test_005
148,patient_052_node_4,patient_056_node_1,patient_057_node_4
149,patient_053_node_1,patient_035_node_2,test_063
150,patient_054_node_0,test_124,patient_041_node_3
151,patient_054_node_1,normal_005,normal_087
152,patient_054_node_3,patient_057_node_1,normal_037
153,patient_055_node_0,patient_025_node_1,patient_067_node_2
154,patient_056_node_0,patient_070_node_2,test_083
155,patient_056_node_2,patient_065_node_2,patient_016_node_2
156,patient_056_node_4,patient_081_node_3,patient_067_node_0
157,patient_057_node_0,patient_089_node_4,patient_083_node_1
158,patient_058_node_0,normal_034,patient_012_node_3
159,patient_058_node_2,patient_031_node_3,normal_060
160,patient_059_node_0,patient_047_node_1,patient_039_node_4
161,patient_059_node_1,normal_055,patient_053_node_3
162,patient_059_node_4,patient_056_node_3,patient_058_node_4
163,patient_060_node_4,patient_064_node_2,normal_022
164,patient_063_node_1,patient_043_node_1,normal_043
165,patient_066_node_1,patient_062_node_4,patient_058_node_1
166,normal_031,patient_023_node_2,test_111
167,patient_066_node_4,tumor_005,tumor_032
168,patient_067_node_1,tumor_027,patient_028_node_3
169,patient_068_node_0,patient_064_node_0,patient_093_node_4
170,normal_094,patient_011_node_0,tumor_040
171,patient_068_node_2,patient_097_node_3,tumor_088
172,patient_068_node_3,patient_097_node_0,patient_007_node_4
173,patient_070_node_0,patient_092_node_3,patient_013_node_4
174,normal_096,test_029,patient_051_node_2
175,patient_070_node_4,patient_044_node_4,patient_068_node_4
176,patient_071_node_4,patient_080_node_3,tumor_109
177,normal_102,patient_034_node_3,patient_094_node_2
178,patient_075_node_3,patient_069_node_0,test_040
179,patient_076_node_0,patient_048_node_0,tumor_043
180,normal_122,tumor_084,patient_052_node_1
181,patient_077_node_3,patient_039_node_1,patient_015_node_1
182,patient_078_node_1,patient_004_node_4,patient_026_node_2
183,normal_015,patient_068_node_1,patient_008_node_0
184,patient_079_node_0,patient_021_node_1,test_068
185,patient_079_node_1,patient_029_node_1,patient_028_node_1
186,patient_079_node_2,tumor_062,tumor_046
187,patient_079_node_3,test_092,patient_076_node_3
188,patient_079_node_4,patient_052_node_0,patient_062_node_0
189,patient_083_node_2,tumor_081,patient_014_node_3
190,patient_083_node_4,tumor_016,patient_042_node_3
191,patient_084_node_1,tumor_085,tumor_093
192,patient_084_node_4,patient_051_node_4,tumor_098
193,patient_085_node_4,patient_028_node_0,test_074
194,patient_086_node_1,test_030,patient_017_node_1
195,patient_086_node_3,test_082,patient_094_node_4
196,patient_087_node_4,tumor_072,tumor_107
197,patient_088_node_0,patient_051_node_0,tumor_036
198,normal_050,patient_029_node_3,patient_014_node_2
199,patient_088_node_2,tumor_038,patient_075_node_4
200,patient_088_node_3,tumor_014,test_099
201,patient_089_node_0,test_048,patient_006_node_2
202,patient_090_node_1,patient_032_node_1,tumor_018
203,patient_090_node_4,patient_006_node_4,patient_026_node_3
204,patient_091_node_0,test_113,tumor_059
205,patient_091_node_1,tumor_083,test_090
206,patient_093_node_0,tumor_028,patient_096_node_0
207,patient_093_node_1,patient_038_node_2,tumor_039
208,patient_093_node_2,patient_074_node_4,patient_072_node_0
209,normal_097,patient_077_node_4,test_116
210,patient_095_node_2,patient_047_node_2,patient_029_node_0
211,patient_096_node_1,test_052,patient_069_node_3
212,patient_098_node_0,patient_033_node_2,patient_051_node_1
213,normal_098,test_013,test_121
214,patient_098_node_2,tumor_024,tumor_066
215,patient_098_node_3,patient_080_node_1,patient_092_node_0
216,patient_099_node_0,tumor_022,patient_094_node_0
217,patient_099_node_3,patient_033_node_1,patient_080_node_0
218,normal_151,patient_010_node_4,tumor_075
219,normal_067,tumor_101,patient_026_node_0
220,normal_082,patient_063_node_2,patient_029_node_2
221,normal_099,tumor_003,tumor_067
222,normal_155,test_079,tumor_090
223,tumor_020,tumor_111,tumor_074
224,tumor_076,patient_080_node_2,patient_069_node_1
225,tumor_034,tumor_004,patient_016_node_0
226,tumor_106,patient_010_node_0,test_102
227,tumor_092,tumor_052,tumor_025
228,tumor_082,tumor_047,patient_086_node_4
229,tumor_063,tumor_029,patient_045_node_1
230,tumor_011,tumor_051,tumor_009
231,tumor_010,tumor_042,patient_052_node_3
232,tumor_099,patient_026_node_1,patient_019_node_3
233,tumor_049,patient_061_node_4,patient_045_node_0
234,tumor_086,test_021,patient_039_node_0
235,tumor_001,patient_013_node_3,patient_064_node_3
236,tumor_091,patient_015_node_2,tumor_023
237,tumor_078,tumor_105,tumor_006
238,tumor_102,patient_065_node_0,patient_038_node_4
239,tumor_045,tumor_077,patient_050_node_4
240,tumor_100,patient_036_node_3,tumor_013
241,tumor_002,tumor_008,patient_087_node_0
242,tumor_096,patient_045_node_3,tumor_037
243,tumor_073,patient_027_node_0,tumor_033
244,tumor_019,tumor_012,tumor_065
245,tumor_031,patient_005_node_3,patient_022_node_0
246,tumor_110,patient_046_node_3,patient_049_node_1
247,tumor_097,tumor_061,patient_028_node_2
248,tumor_060,patient_065_node_4,patient_024_node_2
249,tumor_080,test_027,patient_063_node_3
250,tumor_095,patient_076_node_2,tumor_044
251,tumor_089,tumor_079,patient_066_node_3
252,tumor_103,patient_013_node_2,patient_067_node_4
253,tumor_017,patient_088_node_1,patient_033_node_3
254,tumor_056,test_075,patient_027_node_2
255,tumor_069,patient_096_node_4,tumor_021
256,test_001,patient_044_node_3,patient_062_node_2
257,test_002,patient_069_node_2,tumor_068
258,test_004,patient_019_node_1,patient_073_node_1
259,test_008,tumor_071,patient_088_node_4
260,test_010,test_097,patient_063_node_0
261,test_011,patient_024_node_1,patient_030_node_4
262,test_016,test_122,tumor_064
263,test_026,patient_076_node_1,tumor_054
264,tumor_007,patient_060_node_0,tumor_094
265,test_033,patient_070_node_3,patient_018_node_2
266,test_046,test_038,patient_084_node_2
267,test_051,tumor_104,patient_038_node_0
268,test_061,patient_041_node_0,patient_048_node_1
269,test_064,,
270,test_065,,
271,test_066,,
272,test_069,,
273,test_071,,
274,test_073,,
275,test_084,,
276,tumor_108,,
277,test_094,,
278,test_104,,
279,test_105,,
280,test_108,,
281,test_110,,
282,tumor_015,,
283,test_117,,
284,tumor_055,,
285,tumor_070,,
286,patient_005_node_4,,
287,patient_009_node_0,,
288,patient_009_node_1,,
289,patient_012_node_0,,
290,patient_014_node_4,,
291,patient_015_node_4,,
292,patient_016_node_1,,
293,tumor_050,,
294,patient_017_node_2,,
295,patient_017_node_3,,
296,patient_017_node_4,,
297,patient_018_node_1,,
298,tumor_041,,
299,patient_018_node_3,,
300,patient_018_node_4,,
301,patient_019_node_0,,
302,patient_019_node_2,,
303,patient_020_node_1,,
304,tumor_035,,
305,patient_020_node_2,,
306,patient_020_node_4,,
307,patient_021_node_0,,
308,patient_021_node_3,,
309,patient_021_node_4,,
310,patient_022_node_1,,
311,patient_022_node_4,,
312,patient_024_node_4,,
313,patient_026_node_4,,
314,patient_027_node_4,,
315,tumor_058,,
316,patient_037_node_1,,
317,tumor_030,,
318,tumor_053,,
319,patient_040_node_2,,
320,tumor_048,,
321,patient_045_node_4,,
322,patient_046_node_4,,
323,tumor_026,,
324,patient_049_node_2,,
325,patient_052_node_2,,
326,tumor_057,,
327,patient_060_node_3,,
328,patient_062_node_1,,
329,patient_062_node_3,,
330,patient_063_node_4,,
331,patient_066_node_2,,
332,patient_067_node_3,,
333,patient_072_node_1,,
334,patient_072_node_2,,
335,patient_072_node_4,,
336,patient_073_node_3,,
337,patient_076_node_4,,
338,patient_077_node_2,,
339,patient_080_node_4,,
340,patient_081_node_1,,
341,patient_081_node_2,,
342,patient_081_node_4,,
343,patient_084_node_3,,
344,patient_086_node_0,,
345,patient_087_node_1,,
346,patient_089_node_3,,
347,patient_091_node_2,,
348,patient_091_node_3,,
349,patient_091_node_4,,
350,patient_092_node_1,,
351,patient_092_node_4,,
352,patient_094_node_1,,
353,patient_095_node_0,,
354,patient_096_node_2,,
355,patient_096_node_3,,
356,patient_097_node_1,,
357,patient_097_node_4,,
358,patient_099_node_4,,
359,tumor_087,,
