,train,val,test
normal_087,True,False,False
normal_045,True,False,False
normal_126,True,False,False
normal_101,True,False,False
normal_089,True,False,False
normal_003,True,False,False
normal_007,True,False,False
normal_104,True,False,False
normal_057,True,False,False
normal_073,True,False,False
normal_010,True,False,False
normal_059,True,False,False
normal_114,True,False,False
normal_018,True,False,False
normal_125,True,False,False
normal_152,True,False,False
normal_043,True,False,False
normal_157,True,False,False
normal_038,True,False,False
normal_034,True,False,False
normal_139,True,False,False
normal_149,True,False,False
normal_002,True,False,False
normal_156,True,False,False
normal_120,True,False,False
normal_142,True,False,False
normal_055,True,False,False
normal_044,True,False,False
normal_092,True,False,False
normal_017,True,False,False
normal_118,True,False,False
normal_103,True,False,False
normal_049,True,False,False
normal_037,True,False,False
normal_039,True,False,False
normal_108,True,False,False
normal_100,True,False,False
normal_025,True,False,False
normal_084,True,False,False
normal_095,True,False,False
normal_083,True,False,False
normal_068,True,False,False
normal_069,True,False,False
normal_105,True,False,False
test_003,True,False,False
test_007,True,False,False
normal_124,True,False,False
test_015,True,False,False
test_018,True,False,False
test_020,True,False,False
normal_020,True,False,False
test_025,True,False,False
test_028,True,False,False
test_035,True,False,False
test_036,True,False,False
test_037,True,False,False
normal_153,True,False,False
test_044,True,False,False
test_045,True,False,False
test_055,True,False,False
test_056,True,False,False
test_057,True,False,False
test_058,True,False,False
test_059,True,False,False
test_067,True,False,False
test_072,True,False,False
test_078,True,False,False
normal_081,True,False,False
test_085,True,False,False
test_086,True,False,False
test_087,True,False,False
test_091,True,False,False
test_095,True,False,False
normal_006,True,False,False
test_103,True,False,False
test_106,True,False,False
test_109,True,False,False
test_115,True,False,False
test_120,True,False,False
normal_093,True,False,False
test_126,True,False,False
test_128,True,False,False
test_130,True,False,False
patient_000_node_1,True,False,False
patient_000_node_3,True,False,False
patient_000_node_4,True,False,False
patient_001_node_2,True,False,False
patient_001_node_3,True,False,False
patient_002_node_0,True,False,False
patient_002_node_1,True,False,False
patient_002_node_4,True,False,False
patient_003_node_0,True,False,False
patient_004_node_1,True,False,False
patient_004_node_3,True,False,False
patient_005_node_0,True,False,False
patient_005_node_2,True,False,False
patient_006_node_1,True,False,False
patient_007_node_1,True,False,False
patient_007_node_2,True,False,False
