,train,val,test
0,normal_052,patient_046_node_0,normal_009
1,normal_087,patient_001_node_1,normal_071
2,normal_008,normal_021,patient_051_node_3
3,normal_127,normal_004,test_076
4,normal_126,patient_065_node_3,patient_066_node_4
5,normal_101,patient_098_node_3,test_056
6,normal_089,patient_005_node_0,patient_003_node_2
7,normal_003,normal_084,normal_112
8,normal_065,patient_041_node_3,normal_044
9,normal_007,patient_039_node_4,patient_076_node_0
10,normal_104,normal_055,patient_015_node_3
11,normal_057,test_054,patient_089_node_1
12,normal_116,patient_089_node_4,normal_082
13,normal_073,patient_039_node_2,patient_071_node_0
14,normal_128,patient_023_node_0,patient_003_node_3
15,normal_010,normal_117,patient_085_node_1
16,normal_114,patient_031_node_4,patient_065_node_1
17,normal_036,patient_088_node_3,normal_098
18,normal_029,patient_054_node_4,patient_047_node_3
19,normal_137,patient_058_node_1,test_009
20,normal_043,patient_036_node_0,test_044
21,normal_157,normal_144,patient_064_node_2
22,normal_034,normal_091,patient_048_node_2
23,normal_075,normal_083,test_039
24,normal_120,patient_007_node_3,patient_072_node_3
25,normal_053,patient_085_node_2,test_078
26,normal_090,patient_061_node_3,patient_031_node_3
27,normal_035,patient_054_node_0,test_089
28,normal_092,test_058,patient_053_node_4
29,normal_051,patient_092_node_2,patient_054_node_2
30,normal_017,patient_049_node_0,patient_055_node_3
31,normal_131,patient_011_node_2,normal_148
32,normal_066,test_055,patient_002_node_4
33,normal_100,test_111,normal_011
34,normal_111,patient_006_node_3,patient_057_node_0
35,normal_109,patient_099_node_1,normal_064
36,normal_095,normal_134,patient_088_node_0
37,normal_136,patient_091_node_1,normal_045
38,normal_113,patient_074_node_3,normal_013
39,normal_024,normal_012,patient_056_node_4
40,normal_032,patient_061_node_1,patient_058_node_0
41,normal_105,patient_043_node_0,normal_138
42,normal_143,patient_057_node_3,normal_061
43,test_012,patient_000_node_3,patient_031_node_2
44,test_014,normal_108,normal_072
45,test_015,patient_032_node_0,patient_065_node_2
46,test_017,normal_062,patient_035_node_3
47,test_020,normal_110,normal_046
48,normal_020,test_037,patient_050_node_0
49,test_022,patient_073_node_4,patient_008_node_2
50,test_024,normal_041,patient_047_node_4
51,test_025,patient_049_node_4,patient_073_node_2
52,test_028,patient_031_node_0,normal_059
53,test_031,normal_099,test_124
54,test_032,patient_023_node_4,patient_012_node_2
55,test_041,patient_016_node_2,test_045
56,test_050,test_098,normal_001
57,test_053,patient_082_node_4,normal_149
58,test_062,normal_140,test_109
59,test_063,test_003,patient_025_node_2
60,test_067,test_043,patient_083_node_2
61,test_077,patient_099_node_3,patient_064_node_1
