,train,val,test
0,normal_087,patient_070_node_0,patient_057_node_4
1,normal_045,patient_039_node_2,patient_003_node_4
2,normal_145,patient_009_node_3,test_006
3,normal_085,normal_126,normal_009
4,normal_117,patient_013_node_1,patient_040_node_1
5,normal_127,normal_073,patient_090_node_4
6,normal_072,patient_007_node_3,patient_077_node_0
7,normal_078,test_015,patient_008_node_3
8,normal_101,test_058,patient_098_node_3
9,normal_089,normal_097,patient_056_node_3
10,normal_007,patient_031_node_4,test_005
11,normal_001,normal_108,test_059
12,normal_057,patient_011_node_4,test_112
13,normal_010,patient_086_node_2,patient_087_node_4
14,normal_059,patient_077_node_1,patient_002_node_1
15,normal_114,test_054,patient_061_node_1
16,normal_029,patient_074_node_2,test_077
17,normal_119,normal_148,patient_066_node_4
18,normal_152,patient_004_node_1,test_118
19,normal_071,test_101,patient_071_node_4
20,normal_043,patient_078_node_0,test_091
21,normal_061,normal_121,patient_008_node_4
22,normal_157,test_020,test_060
23,normal_038,patient_083_node_2,normal_017
24,normal_062,patient_035_node_0,patient_043_node_2
25,normal_160,patient_056_node_2,patient_002_node_3
26,normal_056,normal_076,patient_011_node_1
27,normal_055,normal_084,normal_150
28,normal_053,normal_135,patient_004_node_3
29,normal_090,normal_004,patient_085_node_2
30,normal_035,normal_125,patient_098_node_4
31,normal_044,patient_066_node_1,patient_071_node_2
32,normal_051,patient_020_node_3,normal_133
33,normal_131,patient_033_node_4,normal_156
34,normal_066,test_078,patient_075_node_1
35,normal_103,patient_016_node_3,patient_093_node_0
36,normal_132,patient_061_node_0,test_111
37,normal_063,patient_030_node_0,patient_044_node_1
38,normal_100,test_014,patient_047_node_0
39,normal_111,normal_020,patient_008_node_1
40,normal_138,patient_075_node_3,test_088
41,normal_095,normal_070,patient_013_node_0
42,normal_113,patient_034_node_2,patient_073_node_4
43,normal_024,normal_134,patient_005_node_0
44,normal_083,patient_034_node_4,test_095
45,test_003,patient_030_node_1,patient_036_node_2
46,test_007,patient_034_node_0,normal_019
47,test_012,test_025,patient_079_node_3
48,test_019,patient_051_node_3,patient_070_node_2
49,test_022,patient_023_node_4,patient_022_node_3
50,test_023,normal_080,patient_084_node_0
51,test_028,patient_074_node_1,patient_076_node_0
52,test_031,patient_002_node_0,normal_064
53,test_034,patient_033_node_0,patient_028_node_4
54,test_035,test_107,normal_058
55,test_036,patient_055_node_3,normal_077
56,normal_153,test_039,normal_046
57,test_043,patient_054_node_3,normal_109
58,test_044,test_130,normal_124
59,test_053,test_120,normal_047
60,test_055,test_032,normal_149
61,test_056,normal_054,patient_069_node_4
62,test_057,patient_062_node_4,test_125
63,test_062,patient_023_node_1,normal_018
64,test_072,normal_022,patient_027_node_1
65,test_081,test_042,patient_016_node_4
66,normal_081,normal_112,normal_036
67,test_085,patient_068_node_3,patient_012_node_1
68,test_086,patient_055_node_0,patient_039_node_4
69,test_098,patient_010_node_3,patient_079_node_0
70,normal_006,patient_081_node_3,patient_065_node_3
71,test_103,test_093,test_037
72,test_109,patient_035_node_2,patient_036_node_4
73,test_119,patient_075_node_2,patient_070_node_1
74,normal_093,patient_001_node_1,normal_026
75,test_123,patient_009_node_2,patient_087_node_2
76,test_124,patient_052_node_4,patient_083_node_3
77,test_126,patient_059_node_2,patient_007_node_0
78,test_127,normal_074,test_087
79,test_129,test_009,test_070
80,patient_000_node_1,patient_086_node_1,normal_151
81,patient_000_node_2,patient_065_node_2,patient_079_node_2
82,patient_000_node_4,normal_049,patient_046_node_1
83,patient_001_node_0,patient_000_node_0,normal_005
84,patient_001_node_2,normal_052,patient_082_node_1
85,patient_001_node_4,normal_136,test_050
86,normal_158,normal_104,patient_003_node_2
87,patient_002_node_2,normal_068,patient_058_node_4
88,patient_003_node_1,test_115,patient_059_node_3
89,patient_003_node_3,patient_072_node_3,patient_074_node_3
90,patient_005_node_1,patient_000_node_3,patient_099_node_1
91,patient_006_node_0,patient_019_node_4,normal_091
92,patient_006_node_3,normal_039,test_045
93,patient_007_node_1,test_100,normal_144
94,patient_007_node_2,normal_099,patient_098_node_0
95,normal_012,patient_057_node_1,normal_032
96,patient_009_node_4,patient_047_node_3,patient_025_node_2
97,patient_010_node_1,patient_050_node_2,patient_063_node_1
98,patient_012_node_2,test_080,patient_004_node_0
99,patient_012_node_3,test_096,normal_105
100,patient_012_node_4,normal_146,patient_083_node_0
101,normal_141,patient_003_node_0,patient_006_node_1
102,patient_015_node_0,patient_055_node_4,patient_054_node_0
103,patient_015_node_3,patient_022_node_2,test_017
104,patient_017_node_0,patient_011_node_3,normal_050
105,patient_018_node_0,normal_040,test_089
106,patient_023_node_2,patient_002_node_4,patient_059_node_1
