,train,val,test
0,normal_058,patient_002_node_2,patient_012_node_4
1,normal_154,test_128,normal_084
2,normal_117,patient_007_node_0,normal_044
3,normal_072,patient_061_node_3,normal_008
4,normal_159,test_047,patient_030_node_2
5,normal_089,test_059,test_126
6,normal_003,patient_004_node_2,patient_092_node_2
7,normal_104,normal_145,patient_082_node_1
8,normal_026,patient_093_node_3,patient_091_node_0
9,normal_150,patient_036_node_0,normal_156
10,normal_018,normal_118,normal_006
11,normal_152,normal_055,patient_022_node_2
12,normal_071,patient_083_node_3,patient_058_node_4
13,normal_061,normal_073,patient_000_node_0
14,normal_075,patient_060_node_2,patient_032_node_4
15,normal_002,patient_023_node_3,normal_038
16,normal_160,patient_065_node_1,patient_028_node_4
17,normal_056,patient_047_node_3,normal_135
18,normal_090,patient_084_node_0,patient_078_node_2
19,normal_035,normal_042,normal_147
20,normal_009,normal_157,patient_060_node_1
21,normal_074,normal_103,patient_041_node_4
22,normal_131,patient_072_node_3,patient_051_node_3
23,normal_132,test_022,patient_074_node_3
24,normal_039,patient_022_node_3,normal_149
25,normal_144,patient_099_node_1,normal_045
26,normal_063,patient_002_node_1,test_095
27,normal_129,patient_057_node_4,test_057
28,normal_019,normal_050,patient_071_node_0
29,normal_111,normal_059,patient_065_node_2
30,normal_046,normal_001,patient_008_node_4
31,normal_109,test_083,patient_074_node_1
32,normal_025,normal_155,normal_115
33,normal_136,normal_029,patient_068_node_2
34,normal_030,test_042,patient_083_node_2
35,normal_113,normal_119,patient_032_node_2
36,normal_032,patient_090_node_4,patient_064_node_4
37,normal_068,normal_016,patient_035_node_4
38,normal_069,normal_142,test_103
39,normal_143,patient_011_node_3,patient_035_node_3
40,normal_060,normal_037,patient_053_node_4
41,test_003,normal_116,patient_059_node_1
42,test_007,test_053,patient_031_node_1
43,test_009,patient_042_node_4,normal_085
44,normal_124,patient_005_node_0,normal_080
45,test_012,patient_002_node_0,test_018
46,test_015,patient_041_node_2,test_036
47,test_017,normal_100,test_091
48,test_019,patient_054_node_3,normal_098
49,test_020,patient_081_node_3,patient_078_node_0
50,test_023,patient_095_node_3,test_058
51,test_031,patient_004_node_1,test_045
52,test_032,test_120,patient_058_node_1
53,test_034,patient_010_node_2,patient_042_node_0
54,test_035,patient_034_node_0,patient_035_node_1
55,test_039,patient_044_node_2,patient_049_node_0
56,normal_153,normal_097,patient_057_node_1
57,test_041,patient_070_node_0,patient_085_node_0
58,test_043,test_089,patient_071_node_1
59,test_044,normal_052,patient_005_node_1
60,test_054,normal_007,normal_087
61,test_062,normal_015,patient_046_node_1
62,test_067,normal_092,normal_105
63,test_070,patient_043_node_3,normal_146
64,test_076,test_130,normal_005
65,test_077,test_115,patient_070_node_4
66,test_080,patient_079_node_4,patient_089_node_0
67,test_081,patient_037_node_2,test_050
68,normal_081,normal_121,patient_033_node_4
69,test_086,patient_066_node_0,normal_020
70,test_087,patient_004_node_0,patient_067_node_2
71,test_100,patient_034_node_4,patient_040_node_0
72,test_101,normal_017,normal_064
73,test_106,patient_057_node_3,test_055
74,test_107,patient_083_node_4,patient_056_node_3
75,test_109,patient_063_node_1,patient_085_node_1
76,test_111,patient_055_node_3,patient_015_node_0
77,test_112,normal_112,patient_093_node_2
78,test_118,patient_098_node_0,test_025
79,test_123,normal_076,patient_083_node_0
80,test_124,patient_029_node_4,patient_095_node_2
81,test_125,normal_057,normal_083
82,test_129,patient_055_node_1,patient_001_node_2
83,patient_000_node_2,patient_075_node_3,patient_012_node_3
84,patient_001_node_0,normal_036,patient_016_node_4
85,patient_001_node_1,patient_054_node_1,patient_098_node_1
86,patient_002_node_4,normal_095,patient_030_node_3
87,patient_003_node_0,test_098,patient_009_node_4
88,patient_003_node_1,normal_012,patient_035_node_0
89,patient_003_node_2,patient_001_node_4,normal_022
90,patient_003_node_3,patient_084_node_4,normal_047
91,patient_003_node_4,test_060,patient_056_node_1
92,patient_007_node_1,normal_078,normal_041
93,patient_007_node_2,patient_021_node_2,patient_079_node_3
94,patient_007_node_3,patient_025_node_2,patient_049_node_3
95,patient_008_node_1,patient_045_node_2,patient_099_node_0
96,patient_008_node_2,normal_010,patient_034_node_1
97,patient_008_node_3,normal_088,patient_062_node_4
98,patient_009_node_2,normal_027,patient_065_node_3
99,patient_010_node_3,normal_102,patient_025_node_1
100,patient_011_node_1,test_088,patient_023_node_1
101,patient_011_node_2,test_093,normal_125
102,patient_011_node_4,patient_054_node_2,test_056
103,patient_012_node_1,patient_000_node_4,patient_087_node_2
104,patient_012_node_2,normal_126,normal_024
105,patient_013_node_1,patient_097_node_2,patient_006_node_0
106,patient_014_node_0,patient_009_node_3,patient_091_node_1
107,normal_141,test_078,normal_053
108,patient_016_node_2,patient_073_node_4,patient_070_node_1
109,patient_016_node_3,patient_086_node_2,patient_015_node_3
110,patient_018_node_0,patient_006_node_3,normal_091
111,normal_077,normal_134,normal_120
112,patient_023_node_0,test_063,test_028
113,patient_024_node_3,patient_043_node_0,normal_114
114,patient_025_node_3,test_072,test_024
115,patient_025_node_4,patient_042_node_1,patient_040_node_4
116,patient_027_node_3,normal_122,normal_093
117,patient_030_node_0,normal_054,patient_075_node_2
118,patient_030_node_1,test_119,patient_088_node_3
119,patient_031_node_0,normal_138,normal_048
120,patient_031_node_3,patient_071_node_4,test_127
121,patient_031_node_4,normal_127,patient_096_node_1
122,patient_032_node_0,patient_006_node_1,patient_025_node_0
123,normal_011,patient_036_node_1,patient_061_node_0
124,patient_032_node_3,patient_010_node_1,patient_048_node_2
125,patient_033_node_0,patient_000_node_3,patient_089_node_1
126,normal_079,patient_019_node_4,patient_039_node_3
127,patient_034_node_2,normal_043,normal_062
128,patient_035_node_2,patient_089_node_2,patient_079_node_1
129,patient_036_node_2,patient_043_node_1,normal_108
130,patient_036_node_4,patient_002_node_3,patient_023_node_4
131,patient_037_node_0,normal_066,patient_047_node_1
132,patient_037_node_4,patient_023_node_2,normal_031
133,patient_038_node_3,test_006,patient_037_node_3
134,patient_039_node_2,patient_038_node_1,normal_148
135,patient_039_node_4,patient_017_node_0,patient_075_node_1
136,patient_040_node_3,patient_031_node_2,normal_151
137,patient_041_node_1,normal_028,normal_133
138,patient_041_node_3,patient_027_node_1,normal_110
139,patient_042_node_2,normal_139,patient_043_node_4
140,patient_044_node_0,patient_059_node_3,patient_020_node_0
141,patient_044_node_1,normal_130,test_096
142,normal_014,patient_077_node_1,normal_107
143,patient_046_node_0,patient_043_node_2,patient_055_node_2
144,normal_023,patient_020_node_3,normal_101
145,patient_047_node_0,patient_057_node_0,patient_013_node_0
146,patient_047_node_4,patient_059_node_0,normal_106
147,patient_048_node_3,normal_049,normal_082
148,patient_048_node_4,normal_099,normal_004
149,patient_049_node_4,patient_000_node_1,patient_004_node_3
150,patient_050_node_1,patient_060_node_4,patient_057_node_2
151,patient_050_node_2,test_085,normal_033
152,normal_021,test_037,normal_040
153,patient_052_node_4,patient_074_node_0,patient_081_node_0
154,patient_053_node_0,normal_051,patient_040_node_1
155,patient_053_node_1,patient_046_node_2,test_014
156,patient_053_node_3,patient_014_node_1,patient_099_node_3
157,patient_054_node_0,normal_128,patient_095_node_4
158,patient_054_node_4,patient_053_node_2,patient_078_node_4
159,patient_055_node_0,patient_089_node_4,patient_050_node_3
160,patient_055_node_4,normal_137,patient_082_node_4
161,patient_056_node_0,test_005,normal_158
162,patient_056_node_2,normal_065,patient_001_node_3
163,patient_056_node_4,patient_093_node_1,normal_070
164,patient_058_node_0,patient_098_node_4,patient_024_node_0
165,patient_058_node_2,patient_005_node_2,patient_050_node_0
166,patient_058_node_3,patient_086_node_3,normal_034
167,patient_059_node_2,tumor_022,patient_063_node_2
168,patient_059_node_4,tumor_014,test_011
169,patient_061_node_1,test_051,test_048
170,patient_061_node_2,patient_017_node_2,patient_072_node_2
171,normal_013,tumor_043,patient_045_node_4
172,patient_064_node_1,patient_026_node_2,patient_089_node_3
173,patient_064_node_2,test_090,patient_018_node_1
174,patient_066_node_1,tumor_070,test_010
175,patient_066_node_4,tumor_077,patient_033_node_3
176,patient_067_node_0,tumor_065,tumor_042
177,patient_067_node_1,patient_044_node_4,patient_096_node_3
178,patient_068_node_0,tumor_029,tumor_025
179,normal_094,patient_096_node_0,patient_066_node_2
180,patient_068_node_3,tumor_068,tumor_044
181,patient_069_node_4,patient_022_node_1,patient_074_node_4
182,normal_096,tumor_019,patient_088_node_1
183,patient_070_node_2,tumor_079,patient_097_node_0
184,patient_071_node_2,patient_077_node_4,patient_028_node_2
185,patient_071_node_3,patient_094_node_4,patient_018_node_3
186,patient_073_node_0,test_094,patient_040_node_2
187,patient_073_node_2,tumor_087,patient_038_node_0
188,patient_074_node_2,tumor_007,patient_088_node_4
189,patient_075_node_0,patient_009_node_0,tumor_011
190,patient_076_node_0,patient_097_node_3,patient_087_node_0
191,patient_077_node_0,patient_048_node_0,patient_005_node_3
192,patient_077_node_3,patient_068_node_4,test_084
193,patient_078_node_1,tumor_108,patient_005_node_4
194,patient_078_node_3,tumor_106,patient_018_node_4
195,patient_079_node_0,tumor_078,patient_094_node_0
196,patient_079_node_2,patient_013_node_3,patient_004_node_4
197,patient_082_node_0,tumor_047,patient_084_node_3
198,patient_082_node_2,tumor_035,patient_046_node_4
199,patient_082_node_3,patient_045_node_0,patient_050_node_4
200,patient_083_node_1,patient_052_node_1,test_105
201,patient_084_node_1,patient_020_node_4,patient_062_node_3
202,patient_085_node_2,tumor_076,patient_081_node_4
203,patient_085_node_3,patient_081_node_2,patient_065_node_4
204,patient_085_node_4,tumor_027,patient_013_node_4
205,patient_086_node_1,test_001,tumor_096
206,patient_087_node_3,patient_080_node_2,patient_008_node_0
207,patient_087_node_4,tumor_107,patient_069_node_1
208,patient_088_node_0,tumor_094,tumor_083
209,patient_088_node_2,patient_030_node_4,test_046
210,patient_090_node_0,patient_075_node_4,patient_027_node_0
