,train,val,test
0,test_067,test_024,normal_148
1,normal_008,patient_013_node_0,normal_015
2,normal_022,patient_088_node_2,patient_031_node_0
3,normal_012,patient_055_node_3,patient_025_node_3
4,patient_024_node_3,patient_083_node_2,normal_084
5,patient_082_node_3,patient_057_node_3,patient_090_node_4
6,patient_095_node_4,patient_036_node_1,patient_099_node_3
7,test_005,patient_093_node_1,patient_057_node_4
8,test_060,patient_016_node_4,patient_070_node_2
9,patient_003_node_1,patient_037_node_0,patient_058_node_2
10,patient_098_node_2,normal_073,patient_089_node_4
11,test_014,patient_000_node_1,normal_023
12,patient_015_node_0,normal_122,patient_025_node_4
13,test_098,test_034,normal_112
14,normal_056,normal_111,test_045
15,test_032,patient_038_node_1,patient_066_node_0
16,patient_022_node_1,patient_007_node_1,test_050
17,patient_009_node_1,patient_040_node_1,normal_072
18,patient_094_node_0,normal_081,patient_073_node_0
19,patient_081_node_4,normal_007,test_095
20,tumor_099,normal_139,normal_040
21,tumor_052,patient_039_node_2,normal_043
22,patient_069_node_2,patient_085_node_4,test_093
23,patient_039_node_1,patient_040_node_4,normal_031
24,test_001,patient_051_node_3,normal_156
25,tumor_038,patient_008_node_2,patient_002_node_0
26,test_071,patient_049_node_3,patient_014_node_1
27,patient_038_node_4,patient_030_node_1,patient_056_node_0
28,tumor_075,normal_001,patient_039_node_4
29,test_004,test_088,patient_055_node_2
30,patient_077_node_2,test_035,test_017
31,patient_064_node_0,normal_149,patient_032_node_4
32,,normal_046,patient_041_node_2
33,,normal_021,patient_001_node_3
34,,patient_011_node_3,test_023
35,,normal_049,normal_066
36,,patient_007_node_0,test_080
37,,patient_035_node_1,patient_071_node_2
38,,normal_045,patient_085_node_1
39,,patient_090_node_3,patient_099_node_0
40,,test_039,normal_153
41,,test_085,test_043
42,,patient_090_node_0,patient_068_node_3
43,,patient_084_node_4,patient_057_node_1
44,,test_089,patient_036_node_0
45,,test_127,patient_091_node_0
46,,patient_047_node_3,normal_018
47,,patient_091_node_1,test_015
48,,patient_064_node_1,patient_095_node_1
49,,patient_078_node_0,patient_011_node_2
50,,patient_085_node_3,patient_023_node_0
51,,test_096,normal_058
52,,test_101,patient_050_node_1
53,,patient_081_node_3,patient_055_node_1
