,train,val,test
0,16876,44283,43796
1,63015,52931,38669
2,64824,46769,3191
3,56861,62828,42296
4,22290,12442,7955
5,30272,36302,54928
6,42549,45725,59515
7,24563,51346,36063
8,45630,52375,17067
9,6793,4827,46543
10,286,40888,1660
11,53900,13987,30203
12,54408,52259,39880
13,30712,40129,12222
14,28736,42857,44603
15,61320,58947,8279
16,28393,29915,31033
17,4211,17291,35197
18,30738,22489,41586
19,15139,56947,26533
20,34247,28603,16325
21,50932,6449,20205
22,29240,22155,10548
23,17854,29615,45990
24,40864,13526,32032
25,65022,57696,21929
26,33839,22425,26219
27,21260,25923,38349
28,23796,42125,25928
29,2391,27315,63289
30,29084,51499,51032
31,21303,44962,18138
32,20329,30515,11431
33,46815,49995,44232
34,39252,46444,4608
35,21445,59760,10246
36,44530,5265,53402
37,21020,50246,51679
38,5456,6281,10077
39,57265,7204,18810
40,,39269,40503
41,,56875,38118
42,,40079,43280
43,,17738,19030
44,,7329,55876
45,,24023,55279
46,,15671,48734
47,,60928,53859
48,,61823,14424
49,,2906,15912
50,,3222,50048
51,,33984,32432
52,,17487,44700
53,,32636,22221
54,,25604,46688
55,,50304,49942
56,,60936,8531
57,,51215,30792
58,,64771,41368
59,,7490,21910
60,,63367,35754
61,,34690,16064
62,,40124,14401
63,,53655,6363
64,,52752,63836
65,,38647,38479
66,,28066,18607
67,,1925,39172
68,,27245,57468
69,,1666,35998
70,,52308,30794
71,,21432,48861
72,,63941,20463
73,,17416,56221
74,,54506,38018
75,,61797,3881
76,,39990,28121
77,,46736,9509
78,,46793,34845
79,,39365,35652
80,,64629,32112
81,,35239,25792
82,,5851,61689
83,,16494,38535
84,,39728,43432
85,,35592,52438
86,,41361,60287
87,,30539,1774
88,,50589,6558
89,,3055,26603
90,,57100,28028
91,,59031,10642
92,,17637,63298
93,,24991,43671
94,,6140,24759
95,,61493,1289
96,,18914,37367
97,,5251,14039
98,,45104,54590
99,,15293,14127
100,,5264,53059
101,,16209,38048
102,,29200,1252
103,,46172,48973
104,,5992,4963
105,,20312,28821
106,,50712,39144
107,,52784,36008
108,,47837,61033
109,,36513,5114
110,,20858,47911
111,,27950,15221
112,,19255,16042
113,,4,29331
114,,20316,61089
115,,30508,32035
116,,31473,3098
117,,28922,65371
118,,431,39893
119,,8240,58895
120,,51021,1020
121,,44432,2097
122,,8713,8213
123,,32192,9697
124,,65300,91
125,,9154,29904
126,,55281,36639
127,,56843,16986
128,,61852,29147
129,,1101,37655
130,,47984,17174
131,,49281,20670
132,,15871,10143
133,,24507,38041
134,,34688,38959
135,,33976,26862
136,,33708,6898
137,,36583,13568
138,,15583,38585
139,,281,52612
140,,9183,10252
141,,49872,8130
142,,34277,57162
143,,56500,31300
144,,41099,13387
145,,12244,39258
146,,37385,3672
147,,25256,5852
148,,48550,56799
149,,23523,51893
150,,56993,47431
151,,56117,14532
152,,4134,62476
153,,4797,35565
154,,49587,48502
155,,35792,56351
156,,34508,42260
157,,30986,3084
158,,37307,65094
159,,39208,25331
160,,2227,39872
161,,28562,36678
